"Country" "CCode" "SL.AGR.EMPL.MA.ZS" "SP.RUR.TOTL.ZS" "SH.TBS.INCD" "SM.POP.NETM" "SP.URB.TOTL.IN.ZS" "EN.ATM.CO2E.PC" "EG.ELC.ACCS.ZS" "EN.URB.MCTY.TL.ZS" "SP.POP.TOTL" "SI.POV.DDAY" "NY.GDP.MKTP.KD.ZG" "NE.IMP.GNFS.ZS" "FP.CPI.TOTL.ZG" "SE.XPD.TOTL.GD.ZS" "SL.UEM.TOTL.ZS" "SE.ADT.LITR.ZS" "EG.USE.COMM.FO.ZS" "EN.POP.SLUM.UR.ZS" "EN.ATM.PM25.MC.ZS" "BX.KLT.DINV.CD.WD" "BN.CAB.XOKA.CD" "FI.RES.TOTL.CD" "SP.DYN.LE00.FE.IN" "SP.DYN.LE00.MA.IN" "SG.TIM.UWRK.FE" "SH.SGR.CRSK.ZS" "SH.SGR.PROC.P5" "SP.POP.65UP.TO.ZS" "SH.MED.BEDS.ZS" "SH.STA.DIAB.ZS" "SH.DTH.NCOM.ZS" "SP.DYN.IMRT.IN" "IS.AIR.DPRT" "IE.PPI.TRAN.CD" "SI.POV.GINI" "SI.DST.10TH.10" "SI.DST.FRST.10" "SI.POV.URHC" "SI.POV.RUHC" "ST.INT.XPND.MP.ZS" "ST.INT.RCPT.XP.ZS" "GC.XPN.TOTL.GD.ZS" "SP.DYN.LE00.FE.IN" "GB.XPD.RSDV.GD.ZS" "SP.POP.SCIE.RD.P6" "SL.GDP.PCAP.EM.KD" "LP.LPI.OVRL.XQ" "EN.URB.LCTY.UR.ZS" "EN.POP.DNST" "SH.STA.TRAF.P5"
"94" "High income" "HIC" 3.73795744690331 18.6650216352544 11 16214522 81.3349783647456 10.925831512793 100 NA 1210312147 0.6 2.23787130525976 30.7570481701571 NA NA 4.96194947404187 NA 79.0819006212285 NA 55.3960291400214 608840531894.69 NA NA 83.4028360691814 78.1579474921533 NA 1.62753100935196 NA 17.9320439329727 NA 7.93688344280946 87.7667912733944 4.3 22212869.9981831 NA NA NA NA NA NA 5.85926625694462 6.82131306505478 NA 83.4028360691814 NA NA 96160.8773549229 3.48607843137255 19.4095513564386 34.4377658355898 8.33149214324533
"95" "Hong Kong SAR, China" "HKG" 0.270000010728836 0 67 146542 100 6.39360052562418 100 99.7032210441551 7451000 NA 3.0024755561364 188.220901106377 2.8649279875438 3.32259 2.75999999046326 NA NA NA NA 86462759029.0946 15555887536.6877 424619925347.188 87.6 81.9 NA NA NA 16.8750483265122 NA 4.5 NA NA 245146 NA NA NA NA NA NA 3.88172788860204 6.13152397147533 NA 87.6 0.86096 4026.46326 114263.65625 3.92 99.7032210441551 7096.19047619048 NA
"96" "Honduras" "HND" 44.6300010681152 42.904 37 -34000 57.096 1.05764802292736 86.5 14.2168226576168 9587522 16.5 3.74558474629505 60.3559049549425 4.36587159819272 6.0812 4.10900020599365 87.20524 NA 27.5 99.9835217097179 1442587576.2096 -1263363273.91889 4769082161.53781 77.201 72.573 NA 51.5 NA 4.69061765907812 NA 7.3 66.5 15.1 14832 87900000 52.1 39.1 0.9 NA NA 4.46381183124831 10.2277038951877 NA 77.201 NA NA 10923.404296875 2.6 24.8998555376855 85.6870319063366 16.7
"97" "Heavily indebted poor countries (HIPC)" "HPC" 57.4826036693741 63.9915347372492 NA -1462971 36.0084652627508 0.267777322424202 42.0465241866288 14.1460676232578 780234406 NA 4.11224121304726 34.580562094654 NA 4.01379 3.90573491289283 62.6266 NA 62.0610720994296 99.9989472821852 30611142548.5551 NA NA 64.4857339646215 61.0100777296068 NA 59.6375026753355 NA 3.02840923793326 NA 5.72934475755235 35.9038349029846 48.1337811999144 396844.481716832 NA NA NA NA NA NA 4.84454213920975 11.8413931922153 NA 64.4857339646215 NA NA 5936.70094713854 2.41542857142857 32.1849699778551 44.8957816454125 27.3976020942068
"98" "Croatia" "HRV" 8.43400001525879 43.053 8.4 -40004 56.947 3.97380490559031 100 NA 4089400 NA 2.63078562253854 51.3615432817724 0.771820346498083 NA 7.76900005340576 NA NA NA 99.7796052732656 1284360877.94773 1459036223.54372 19991304927.8836 80.9 74.9 NA 3.7 NA 20.445433012423 5.6 5.4 92.4 4 27189 NA NA NA NA NA NA 5.64641393224952 38.5868735951335 NA 80.9 NA NA 58758.2578125 3.1 29.4396105103464 73.0771979985704 8.1
"99" "Haiti" "HTI" 63.1679992675781 44.722 176 -175000 55.278 0.271140186830838 43.7525634765625 23.7051270248713 11123176 NA 1.48387978817684 58.4729311903517 NA 2.78047 13.4840002059937 NA NA 74.4 100 1.05e+08 -342991166.731597 2370915011.76722 65.454 61.139 NA 55.7 NA 4.94940384843253 NA 6.7 57.1 49.5 NA 5.7e+07 NA NA NA NA NA 10.5625286767651 34.8631710747482 NA 65.454 NA NA 4216.81005859375 2.11 42.8834760823847 403.59854862119 NA
"100" "Hungary" "HUN" 6.77400016784668 28.649 6.4 29999 71.351 4.2655749757664 100 18.0114210723237 9768785 NA 5.09400256449817 80.5650745438455 3.3385863538201 NA 3.46399998664856 NA 69.549793691078 NA 100 -65454432832.8767 -677865387.331751 31366581856.0416 79.7 72.6 NA 35.7 NA 19.1577253832321 NA 6.9 93.8 3.6 183541 NA NA NA NA NA NA 2.57859219349514 7.15034979440386 NA 79.7 NA NA 62492.828125 3.42 25.2434030604325 107.906605545123 7.8
"101" "IBRD only" "IBD" 29.0212474975408 44.9875720003326 NA -6044978 55.0124279996674 4.51846155794193 96.9098314063156 23.4237967417865 4772284113 NA 4.343148102168 26.4732036419728 2.39251178320812 NA 5.10812064102732 89.05044 88.0893958909312 23.5344372408156 97.402154441598 564873010139.97 NA NA 75.6365958028124 70.9307145965298 NA 25.3259602730016 NA 8.48378013902042 NA 9.30717274609145 76.9720161053119 18.9196693581949 14182345.5285248 53149200000 NA NA NA NA NA 7.5409825636315 6.02347581113325 NA 75.6365958028124 NA NA 30655.9537867131 2.78105263157895 12.4669491552949 68.7859051970979 19.081456523978
"102" "IDA & IBRD total" "IBT" 32.9725540506408 49.5777982251743 NA -15664439 50.4222017748257 3.53853213946077 87.0666332353838 21.2923564331458 6412522234 NA 4.34260746625148 26.5650815401091 NA NA 4.93322375898124 84.19382 88.0893958909312 29.7620906739567 98.0439294028053 616347596883.749 NA NA 73.088611694327 68.7700021887115 NA 32.7775526978968 NA 7.22482074084979 NA 8.9866407713958 67.8070153830245 31.2415212222283 15257060.4846283 37048760000 NA NA NA NA NA 7.494895175639 6.22004464280191 NA 73.088611694327 NA NA 25813.1062363988 2.60491228070175 15.2309728132884 68.7084518843392 19.9198031528356
"103" "IDA total" "IDA" 47.1780738151072 62.9481349399785 NA -9619461 37.0518650600215 0.528406894842914 57.9699989381489 14.7950470851425 1640238121 29.8 4.33503119393465 28.1137601008843 NA 4.08329 4.33633461547984 66.35453 NA 55.1111455628681 99.9431780771894 51474586743.7786 NA NA 65.6509677233221 62.3149926503673 NA 60.3494888144848 NA 3.55749115143391 NA 7.83845148796961 42.4658833875314 49.7210237176579 1074714.95610349 NA NA NA NA NA NA 6.83704235981049 10.3698054643158 NA 65.6509677233221 NA NA 9418.72598220795 2.42877192982456 27.2670204477035 68.4840897212872 22.5213255588566
"104" "IDA blend" "IDB" 38.9338665758738 57.6195749763581 NA -2271334 42.3804250236419 0.865592101118887 64.9987868372206 NA 555830605 NA 3.61421593704236 22.2583938342749 NA 4.12844 5.04058395118564 67.0462 NA 47.2575955831377 99.9550562380136 15965476950.6305 NA NA 63.2132995966613 60.8233048585344 NA 57.5522183675774 NA 3.4988603827318 NA 10.5270452286354 41.694075516786 59.4937544358753 391166.075753502 1.505e+09 NA NA NA NA NA 11.1233892310014 7.0410922729601 NA 63.2132995966613 NA NA 15142.8398861118 2.44545454545455 19.4375162080627 93.3256218287322 19.222074203845
"105" "Indonesia" "IDN" 31.55299949646 44.675 316 -494777 55.325 1.81937838004494 98.14 13.3834074123722 267663435 4.6 5.17127032830882 22.0559700304026 3.03058664969491 NA 4.375 95.65856 NA 21.8 95.5671472610627 19703343215.2014 -31046428468.8272 120660974090.95 73.515 69.156 NA 20.2 NA 5.85716561272863 1.2 6.3 73.3 21.1 959307.381 2903430000 39 30.4 2.8 NA NA 5.37795613606031 7.47385870702564 NA 73.515 0.26542 215.99355 25804.927734375 3.15 7.10196276396912 147.75219008926 12.2
"106" "IDA only" "IDX" 51.1525956264655 65.6840300826165 NA -7348127 34.3159699173835 0.353659148531032 54.3556203259251 13.1548896706187 1084407516 NA 5.0515638957225 34.5793069135048 NA 4.03814 4.02350819437439 65.99904 NA 59.8202119809219 99.9370593661961 35509109793.1481 NA NA 66.880136921282 63.0946720247442 NA 62.1430247209556 NA 3.58759259082614 NA 6.45777396482938 42.9083983289156 44.6043995407036 683548.880349989 NA NA NA NA NA NA 4.21524984388954 12.475955523842 NA 66.880136921282 NA NA 6903.00975676491 2.42478260869565 32.2489310371617 60.2621873819374 24.3354390316131
"107" "Isle of Man" "IMN" NA 47.412 NA NA 52.588 NA 100 NA 84077 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9770 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 147.50350877193 NA
"108" "India" "IND" 39.5270004272461 65.97 199 -2663434 34.03 1.72767050665838 92.6186599731445 15.4350806157941 1352617328 NA 6.81136932613997 23.6396344113843 7.65969474279253 NA 2.55100011825562 74.37299 NA 24 100 42117450737.2644 -65599439052.6676 399167159226.682 70.425 68 NA 36.8 NA 6.17995564947149 NA 10.4 62.7 29.9 1200111.363 9486170000 NA NA NA NA NA 4.0111352655606 5.42657307048889 NA 70.425 0.59738 252.70392 19588.892578125 3.18 6.19464475222521 454.938072575247 22.6
"109" "Not classified" "INX" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"110" "Ireland" "IRL" 7.91699981689453 36.83 7 118020 63.17 7.31393980771791 100 24.7537759302245 4853506 NA 8.16987093310331 89.1849891528727 0.939044481054341 NA 5.28399991989136 NA 85.3428197664443 NA 0.274091678859734 64535780983.1594 40900554448.0038 5222681912.93715 83.8 80.2 NA 1.1 NA 13.8658017012923 NA 3.2 90.6 3.1 935961 NA NA NA NA NA NA 2.17136602578505 3.13566641130987 23.2829995160592 83.8 NA NA 157287.921875 3.51 39.1859645918407 70.452983016403 4.1
"111" "Iran" "IRN" 16.44700050354 25.102 14 -274998 74.898 8.38410110077933 100 25.9887213818331 81800269 NA NA NA NA 3.95536 11.9919996261597 NA NA NA 100 3480333000 NA NA 77.436 75.217 NA 27.9 NA 6.18457380562499 NA 9.6 81.9 12.4 228803.615779 2.35e+08 NA NA NA NA NA NA NA NA 77.436 NA NA 68776.09375 2.85 14.5200207649286 50.222420123284 20.5
"112" "Iraq" "IRQ" 17.9300003051758 29.527 42 39171 70.473 4.89491703042353 100 25.0774660713542 38433600 NA -0.562745503168955 35.9484339574529 NA NA 7.90500020980835 NA NA 47.2 100 -4885100000 34369500000 64719421423.3098 72.318 68.277 NA NA NA 3.32359966279505 NA 8.8 54.7 22.5 21071 5e+08 NA NA NA NA NA 13.8107461846825 2.16032293890942 NA 72.318 NA NA 66629.1640625 2.18 25.1499973546547 88.5305700354617 20.7
"113" "Iceland" "ISL" 5.29300022125244 6.187 2.7 1900 93.813 6.05965740746397 100 NA 353574 NA 4.61147602956513 44.1312252976555 3.01397179156056 NA 2.95000004768372 NA 11.288868750735 NA 10.2852157949761 -434601330.215204 731283429.759972 6321213331.79507 84.1 80.4 NA 35.3 NA 14.7950925565689 NA 5.8 89.8 1.5 54653.3025910987 NA NA NA NA NA NA 15.9619688394254 25.5502920869965 30.7758044260315 84.1 NA NA 84533.7265625 3.23 NA 3.52692269326683 6.6
"114" "Israel" "ISR" 1.40199995040894 7.58199999999999 4 50002 92.418 7.86318134790706 100 57.9236362817713 8883800 NA 3.45370251802824 29.0185324309142 0.841596533622194 NA 3.93099999427795 NA 97.3821241260262 NA 100 20788600000 9276500000.00001 115265900520.851 84.6 80.7 NA 3.9 4879 11.9769860249625 NA 9.7 85.8 3 53901 NA NA NA NA NA NA 9.10212839733564 7.42192635441192 37.027773329239 84.6 NA NA 81156.4765625 3.31 48.853406055616 410.526802218115 4.2
"115" "Italy" "ITA" 4.7519998550415 29.562 7 744713 70.438 5.27086678640296 100 18.7412006460296 60431283 NA 0.77434001307563 28.9543448380087 0.611246943765291 NA 9.21500015258789 99.15576 79.9484547354947 NA 94.7772139982593 39614439156.6484 53839134098.599 152361936421.553 85.6 81 NA 1 NA 22.7516796025077 NA 5 91.4 2.6 256596 NA NA NA NA NA NA 6.23859550712916 7.86744626582275 NA 85.6 NA NA 96468.890625 3.74 9.88970527517275 205.450747943156 5.6
"116" "Jamaica" "JAM" 22.3090000152588 44.326 2.9 -56658 55.674 2.5814458863859 99.5064468383789 NA 2934855 NA 1.94087814684517 51.0685283261114 3.89187592358255 5.40731 9.52400016784668 NA NA NA 99.9999999999574 774620603.11409 -287575331.009028 3532039680.05605 75.878 72.708 NA 14.3 NA 8.79664255070196 NA 11.3 80 12.4 1215.272 4.52e+08 NA NA NA NA NA 6.32732336588992 53.3759013135404 NA 75.878 NA NA 18143.576171875 2.52 36.0526723261591 270.993074792244 13.6
"117" "Jordan" "JOR" 3.86999988555908 9.021 5 51099 90.979 2.96523830754741 100 20.7370401659862 9956011 NA 1.94029220505026 54.5586978750823 NA 3.58851 14.9449996948242 98.22711 NA 12.9 100 949859154.929577 -2849859154.92958 NA 76.052 72.628 NA 11.4 2982 3.84649039799834 1.4 12.7 78.4 13.9 36127 9.4e+07 NA NA NA NA NA 6.55918569395459 41.3262661514424 NA 76.052 NA NA 38873.82421875 2.69 22.7932168226138 112.14249831043 24.4
"118" "Japan" "JPN" 3.73399996757507 8.384 14 357800 91.616 9.53870610327163 100 64.6280420867611 126529100 NA 0.788455875670337 18.1928640768829 0.476973684210521 NA 2.40599989891052 NA 93.0264551074629 NA 76.7615082281987 25876986330.2024 174718680921.703 1270467038786.78 87.26 81.09 NA 0.4 NA 27.576369910355 NA 5.6 82.4 1.8 999594 NA NA NA NA NA NA 3.03615914975781 4.871737679008 NA 87.26 NA NA 77383.8984375 4.03 32.3223008102939 347.073458415624 4.1
"119" "Kazakhstan" "KAZ" 15.6180000305176 42.572 68 -90000 57.428 14.3631697418223 100 15.8516026510329 18276499 NA 4.09999999987123 25.2912504856636 NA 2.75095 5.42500019073486 99.78163 NA NA 87.4142305282549 213804024.55809 -288852181.077518 30976612438.5176 76.92 68.72 NA 3.8 4459 7.39184627103032 NA 6.1 86 8.8 83287 7.4e+08 NA NA NA NA NA 6.16982969184371 3.95182001514157 14.7050433078792 76.92 0.12286 666.9353 52588.8359375 2.81 17.4260191763813 6.76982590658221 17.6
"120" "Kenya" "KEN" 50.9790000915527 72.97 292 -50000 27.03 0.305923721896161 63.8114700317383 10.8959973350461 51393010 NA 6.3197813635439 23.0051779768841 NA 5.32024 9.30500030517578 81.53497 NA 56 100 1625921493.6155 NA 8196864887.82406 68.244 63.539 NA 38.9 NA 2.33918661191556 NA 3.1 27.1 30.6 137602.178444667 213920000 NA NA NA NA NA NA NA NA 68.244 NA NA 8818.2744140625 2.81 31.5721355695063 90.2994166637383 27.8
"121" "Kyrgyzstan" "KGZ" 25.6609992980957 63.649 116 -20000 36.351 1.64639533887413 100 NA 6315800 0.9 3.50000000000006 68.3891768514591 NA NA 7.35599994659424 99.586 NA NA 97.4325569187238 144222600 -718465826.563985 2156976620.36741 75.4 67.2 NA 38.4 3045 4.49472797559656 NA 6.1 82.7 16.9 16344.3719734617 NA 27.7 23.6 4.3 NA NA 8.26084076428752 18.7296687285002 26.0466515518477 75.4 NA NA 9523.134765625 2.55 43.3964063948262 32.9290928050052 15.4
"122" "Cambodia" "KHM" 30.1480007171631 76.612 302 -149999 23.388 0.437653585193574 89.07 12.0144816569412 16249798 NA 7.49796350754166 63.3028853207448 NA 2.16286 1.01999998092651 NA NA 55.1 100 3212633447.0447 -2992417483.19844 13885663251.0401 71.318 67.062 NA NA NA 4.56868001756576 0.8 6.4 64.4 24 14387 1e+09 NA NA NA NA NA 4.93803121314257 26.2409950521192 14.9597998639214 71.318 NA NA 7333.8232421875 2.58 51.370279144629 92.0564128710628 17.8
"123" "Kiribati" "KIR" NA 45.943 349 -3999 54.057 0.569873207119416 98.6145706176758 NA 115847 NA 2.00103603146545 NA NA NA NA NA NA NA 99.9999995006364 591000 NA NA 71.88 63.74 NA NA 1718 3.95262717204589 1.9 22.5 64.4 41.2 5005 NA NA NA NA NA NA NA NA NA 71.88 NA NA NA NA NA 143.020987654321 4.4
"124" "Saint Kitts and Nevis" "KNA" NA 69.224 0 NA 30.776 4.54998621341631 100 NA 52441 NA 2.92393881700276 58.7535711260774 NA NA NA NA NA NA NA 93552415.5252759 -72366082.8980678 363216830.554272 NA NA NA NA NA NA NA 13.3 NA 9.8 NA NA NA NA NA NA NA 9.93443017968863 60.6386941858798 NA NA NA NA NA NA NA 201.696153846154 NA
"125" "Korea, South" "KOR" 4.92000007629395 18.541 66 58657 81.459 11.5703454093401 100 50.1461578887108 51635256 NA 2.66831140171185 38.9937736107049 0.38294613224406 NA 3.71399998664856 NA 81.0284758071445 NA 100 14479300000 76408500000 403082233385.987 85.7 79.7 NA 0.3 NA 14.4185558323969 11.5 6.9 79.8 2.7 526374 NA NA NA NA NA NA 5.41265395644938 2.74066915060513 NA 85.7 NA NA 72270.203125 3.61 23.6878905332168 529.652103632681 9.8
"126" "Kuwait" "KWT" 3.21700000762939 0 23 197600 100 25.8492292753449 100 72.2515528813535 4137309 NA 1.24601594652857 43.7670247605056 NA NA 2.16499996185303 96.05647 NA NA 100 -21377568.8207293 24049115228.234 40282453060.4129 76.364 74.584 NA NA NA 2.55047238400198 NA 12.2 72.4 6.7 46450 NA NA NA NA NA NA 20.992662623811 1.07865245178358 NA 76.364 0.06192 513.86021 119560.65625 2.86 72.2515528813535 232.172222222222 17.6
"127" "Latin America & Caribbean (excluding high income)" "LAC" 18.712225426249 19.5983744030001 44 -2718002 80.4016255969999 2.96268220310426 98.0259694440284 37.7906188383716 609013934 NA 0.374039219331252 23.277658922127 2.75709727562792 NA 8.06783674519948 93.31166 90.4262079109407 20.3769035618107 87.7937497422092 159978634499.359 NA NA 78.2969098279599 71.8986601207101 NA 14.3785459500377 9989.48216060693 8.24270282039559 NA 9.72897505279405 74.2357771236289 14.2379551605014 2449950.99186535 4250500000 NA NA NA NA NA 5.94200583064326 6.74027196864083 NA 78.2969098279599 NA NA 31876.6079732149 2.61333333333333 21.749664820333 32.0214614597141 18.0512768826263
"128" "Laos"LAO" 66.0650024414063 64.996 162 -73518 35.004 0.29436488328788 93.6 NA 7061507 NA 6.24796000755872 NA NA NA 0.574000000953674 NA NA 31.4 100 1319609797.48538 -1430372875.80012 980441052.937056 69.074 65.508 NA 47.7 NA 4.0751499644481 NA 6.4 59.6 37.6 10172.8429167433 1500000 NA NA NA NA NA 12.9676847934516 12.1779774535739 NA 69.074 NA NA 13353.1787109375 2.7 26.8934100921996 30.5957842287695 16.6
"129" "Lebanon" "LBN" 10.8470001220703 11.407 11 -150060 88.593 3.84359823135183 100 34.8269399942327 6848925 NA 0.199990636430059 39.6092335810864 NA NA 6.19600009918213 95.06944 NA NA 100 2632087415.3 -12445109298 52380608542.3956 80.786 77.031 NA 5.8 NA 7.00236813439294 NA 11.2 90.6 6.4 25740 3e+06 NA NA NA NA NA 19.4679123290367 45.4227864911041 NA 80.786 NA NA 41021.07421875 2.72 39.311165343918 669.494134897361 18.1
"130" "Liberia" "LBR" 45.8409996032715 48.849 308 -25000 51.151 0.214493388584254 21.4888687133789 29.4315577766817 4818977 NA 1.22255131299607 94.3321078431372 NA 2.58412 2.03200006484985 NA NA 65.7 100 129129754.833293 -674092298.882529 560299001.752168 64.68 61.911 NA 35.5 NA 3.25343179968014 NA 2.4 31.4 53.5 NA 2.5e+07 NA NA NA NA NA 0.618232004984871 NA NA 64.68 NA NA 2453.48999023438 2.23 57.5385757549326 50.0309073920266 35.9
"131" "Libya" "LBY" 7.35300016403198 19.898 40 -9997 80.102 8.958794329552 70.1482009887695 17.3352457196282 6678567 NA 7.9497367979429 40.1212444439452 NA NA 17.2999992370605 NA NA NA 100 NA NA 85335649782.1665 75.619 69.672 NA NA NA 4.39204025898401 NA 10.2 71.9 10.2 7412.42875400346 NA NA NA NA NA NA NA NA NA 75.619 NA NA 72134.78125 2.11 21.6414632240592 3.79563238119054 26.1
"132" "Saint Lucia" "LCA" 14.581000328064 81.322 3.2 0 18.678 2.2829283887468 98.7597885131836 NA 181889 NA 0.857135569988984 NA NA 3.67959 20.4689998626709 NA NA NA 100 40030761.7053615 102844196.7964 285824309.747523 77.283 74.581 NA NA NA 9.80653035642617 NA 11.6 82 14.9 NA NA NA NA NA NA NA 8.71971318785475 81.2711569887711 NA 77.283 NA NA 30421.083984375 NA NA 298.17868852459 35.4
"133" "Latin America & Caribbean" "LCN" 18.3604603252709 19.4167090136329 43 -2606469 80.5832909863671 3.10163910407089 98.1257577150449 38.0255158250422 641357515 4.4 0.499146512930963 23.8442462981941 NA NA 8.02337324973255 93.86706 87.8803884963167 20.4104674325914 87.2149118179499 275197488156.297 NA NA 78.4728743718559 72.1109871470465 NA 14.1788224714551 9989.3169150271 8.43830607177221 NA 9.69487714094837 74.6584812223676 14 2818642.41483845 4250500000 NA NA NA NA NA 5.82211547473091 7.41606884584359 NA 78.4728743718559 NA NA 33064.3949694628 2.66434782608696 23.2044007182552 32.0057333680836 17.812835623432
"134" "Least developed countries: UN classification" "LDC" 52.175218322038 66.431939917901 NA -4861511 33.568060082099 0.319277933525195 51.0192312066886 12.8459230061536 1009662578 NA 4.22771437986667 NA NA 4.03814 3.94633980755141 64.81693 NA 62.750263054409 99.9999466570107 21676782286.3886 NA NA 66.5845354613761 62.8703090384497 NA 62.6139552986533 NA 3.5402491059174 NA 6.44207725504198 41.9455190914899 45.7357368293504 594788.75484636 NA NA NA NA NA NA 3.8492021830389 10.0172131164506 NA 66.5845354613761 NA NA 6719.24216099127 2.38769230769231 33.3342672035106 56.8413289019083 24.4731976486021
"135" "Low income" "LIC" 59.3431439085598 67.4277961100788 206 -3804104 32.5722038899212 0.307958345273978 40.9399213414704 11.9129551097212 705417321 45.2 4.95234224565191 NA NA 3.86729 3.56729572246902 63.18397 NA 64.6222125057205 100 16237922244.0631 NA NA 65.3007937791827 61.4891894173017 NA 66.0614646736929 NA 3.29117165297115 NA 5.33978169676849 37.891694273528 48.1 348210.395774867 NA NA NA NA NA NA 4.6891444821092 15.9457917270242 NA 65.3007937791827 NA NA 4225.72406975828 2.35192307692308 30.7177372317202 51.673738313444 27.5418634055496
"136" "Liechtenstein" "LIE" NA 85.662 NA NA 14.338 1.18217231281734 100 NA 37910 NA NA NA NA NA NA NA NA NA NA -87212093508.4059 NA NA 84 80.6 NA NA NA NA NA 9.4 NA NA NA NA NA NA NA NA NA NA NA NA 84 NA NA NA NA NA 236.9375 NA
"137" "Sri Lanka" "LKA" 23.9640007019043 81.524 64 -489932 18.476 0.885247473289056 97.5449752807617 NA 21670000 NA 3.20913112799197 30.1336493582251 NA 2.11189 4.32299995422363 91.70982 NA NA 45.5384172591341 1610543974.22884 -2813681478.29762 6920825566.09992 79.979 73.238 NA 26.3 4943 10.4732197537841 NA 10.7 82.8 6.4 34425 1.2e+08 NA NA NA NA NA 9.26581828380392 27.6749773558156 16.2389114446219 79.979 NA NA 34133.96484375 2.6 14.9814836044917 345.558922022006 14.9
"138" "Lower middle income" "LMC" 37.2690705080604 59.4921102235817 220 -10442155 40.5078897764183 1.46521065443756 86.1636844815529 16.2434606452821 3022905169 NA 5.48782106915242 30.0120036748667 NA NA 3.97290490212916 77.24338 NA 32.1752305946691 99.4697370673903 128708244274.629 NA NA 70.1068520403359 66.6628775648559 NA 38.9470570374872 NA 5.52941547318043 NA 9.5001841632112 60.296854987851 36.9 3791630.30432862 13173940000 NA NA NA NA NA 5.39116300540567 7.08178422260174 NA 70.1068520403359 NA NA 18614.6425548562 2.56820512820513 16.2121523886004 150.081518176415 19.7637552362022
"139" "Low & middle income" "LMY" 33.2831196818883 49.6721557601845 154 -16223828 50.3278442398155 3.49408868065586 86.7816302052931 21.2771134377151 6383958209 NA 4.33439442300197 25.7499682156702 NA NA 4.93033935233804 84.02266 88.9604814478969 29.7661646662697 98.1031244247789 585819019197.853 NA NA 73.0135095932639 68.71926037079 NA 33.1125466351898 NA 7.15665123057303 NA 9.00182297370461 67.6408018397068 31.3087159460064 14786705.1843549 37048760000 NA NA NA NA NA 7.73011015269488 6.06736772603756 NA 73.0135095932639 NA NA 25293.4788441341 2.57623853211009 15.0983410937239 69.2415960633107 20.0020094551204
"140" "Lesotho" "LSO" 73.5780029296875 71.847 611 -50234 28.153 1.20771572600477 33.7307586669922 NA 2108132 NA 1.13418817138297 84.1773440046277 NA 6.51166 23.4750003814697 NA NA 50.8 100 39585272.9857545 -4044457.73058877 728527649.979486 56.194 49.837 NA 30.4 NA 4.90108749682213 NA 4.5 32.3 65.7 NA NA NA NA NA NA NA 14.032389173839 1.91568313608012 NA 56.194 NA NA 8914.8515625 2.28 NA 69.437812911726 28.9
"141" "Late-demographic dividend" "LTE" 25.4142549508016 37.5549009753745 NA -379189 62.4450990246255 6.75282959356326 99.3144547971777 27.9135094933314 2288665963 NA 4.82054501461381 27.5169350199511 NA NA 5.14779612098552 96.1515 78.9936888065695 23.9295584860171 95.0169029506515 486821135559.921 NA NA 78.8549803869206 73.348511356478 NA 22.4496810064232 4897.40084813974 10.7232529863456 NA 8.82992722408015 86.4205396240307 8.96220165061473 10719225.8992643 32654340000 NA NA NA NA NA 8.59168840634326 4.98729699058168 NA 78.8549803869206 NA NA 34159.87896149 2.89372093023256 10.3444029815583 51.408720555305 18.6999418530408
"142" "Lithuania" "LTU" 10.1389999389648 32.321 44 -163902 67.679 4.37809012309851 100 NA 2789533 NA 3.64475653175535 73.6789110643871 2.33450937988024 NA 6.63800001144409 NA NA NA 95.9998593070447 867654602.336174 817584208.600275 5770956096.50459 80.1 69.5 NA 40.2 NA 19.7050331564608 NA 3.8 89.8 3.3 2375 NA NA NA NA NA NA 2.81919579242839 3.22517537325499 NA 80.1 NA NA 64221.1328125 3.02 28.3938264594836 44.5313513780643 8
"143" "Luxembourg" "LUX" 1.95000004768372 9.01900000000001 8 48704 90.981 17.3621213728095 100 NA 607728 NA 3.11083626560442 175.544290965783 1.74332075653843 NA 5.41300010681152 NA 80.562295207665 NA 68.7756227449078 -5615033227.4932 3426284902.8119 938890223.596831 85.4 80.1 NA 1 NA 14.1831541841472 4.8 5 88.4 1.9 51824 NA NA NA NA NA NA 2.92664286776237 3.99487452237961 NA 85.4 NA NA 221452.921875 3.63 NA 250.093827160494 6.3
"144" "Latvia" "LVA" 9.44699954986572 31.858 29 -74186 68.142 3.49819288166911 100 NA 1926542 NA 4.62077695023 61.4891823719436 2.81140920075622 NA 8.22299957275391 99.88931 NA NA 89.0140461977576 446985589.697802 -210956999.560439 4370730735.82853 79.7 69.9 NA 88.8 18395 20.0436203206809 NA 5 91.8 3.3 54356 NA NA NA NA NA NA 3.68059042893868 5.01365220069174 NA 79.7 NA NA 59081.03125 2.81 48.5296134017477 30.9833065294307 9.3
