"Country" "CCode" "SL.AGR.EMPL.MA.ZS" "SP.RUR.TOTL.ZS" "SH.TBS.INCD" "SM.POP.NETM" "SP.URB.TOTL.IN.ZS" "EN.ATM.CO2E.PC" "EG.ELC.ACCS.ZS" "EN.URB.MCTY.TL.ZS" "SP.POP.TOTL" "SI.POV.DDAY" "NY.GDP.MKTP.KD.ZG" "NE.IMP.GNFS.ZS" "FP.CPI.TOTL.ZG" "SE.XPD.TOTL.GD.ZS" "SL.UEM.TOTL.ZS" "SE.ADT.LITR.ZS" "EG.USE.COMM.FO.ZS" "EN.POP.SLUM.UR.ZS" "EN.ATM.PM25.MC.ZS" "BX.KLT.DINV.CD.WD" "BN.CAB.XOKA.CD" "FI.RES.TOTL.CD" "SP.DYN.LE00.FE.IN" "SP.DYN.LE00.MA.IN" "SG.TIM.UWRK.FE" "SH.SGR.CRSK.ZS" "SH.SGR.PROC.P5" "SP.POP.65UP.TO.ZS" "SH.MED.BEDS.ZS" "SH.STA.DIAB.ZS" "SH.DTH.NCOM.ZS" "SP.DYN.IMRT.IN" "IS.AIR.DPRT" "IE.PPI.TRAN.CD" "SI.POV.GINI" "SI.DST.10TH.10" "SI.DST.FRST.10" "SI.POV.URHC" "SI.POV.RUHC" "ST.INT.XPND.MP.ZS" "ST.INT.RCPT.XP.ZS" "GC.XPN.TOTL.GD.ZS" "SP.DYN.LE00.FE.IN" "GB.XPD.RSDV.GD.ZS" "SP.POP.SCIE.RD.P6" "SL.GDP.PCAP.EM.KD" "LP.LPI.OVRL.XQ" "EN.URB.LCTY.UR.ZS" "EN.POP.DNST" "SH.STA.TRAF.P5"
"199" "Qatar" "QAT" 1.41700005531311 0.864999999999995 31 2e+05 99.135 43.8573079516167 100 NA 2781677 NA 1.49333999292831 34.3908188549984 NA NA 0.144999995827675 NA NA NA 100 -2186263736.26374 16652197802.1978 30358280804.0766 81.743 78.83 NA NA NA 1.3700703387375 NA 15.6 68.9 5.8 197811 NA NA NA NA NA NA 17.860239113011 14.8584760608804 NA 81.743 NA NA 160123.3125 3.47 25.1439377868194 239.593195521103 9.3
"200" "Romania" "ROU" 22.8899993896484 46.002 68 -369997 53.998 3.51615369125659 100 9.35291150181453 19473936 NA 3.95381054165951 44.8530544040469 NA NA 4.15899991989136 98.8445 NA NA 98.0174648814994 7343560129.25217 -10944639009.8913 42129061937.9341 79.1 71.7 NA 0 NA 18.3387013938296 NA 6.9 92.2 6.1 55637 50400000 NA NA NA NA NA 4.7251590521919 3.24440878825641 NA 79.1 NA NA 56805.71484375 3.12 17.3208479339522 84.6398470097357 10.3
"201" "Russia"RUS" 7.48600006103516 25.567 54 912279 74.433 11.8575277737052 100 23.1913304477739 144478050 0 2.25480434572114 20.769322518279 4.470359768997 NA 4.54500007629395 99.73006 NA NA 91.6093290043281 8784850000 113454930000 468645216082.719 77.41 67.08 NA 21.9 NA 14.6747083203719 NA 6.1 87.4 6.1 885094 1762430000 37.5 29.9 2.9 NA NA 11.3005812147815 3.6769657025165 28.9402188855765 77.41 NA NA 54190.30078125 2.76 11.5397185738909 8.82207955488442 18
"202" "Rwanda" "RWA" 55.1339988708496 82.789 59 -44998 17.211 0.0757642235602309 34.1 8.59893712690333 12301939 NA 8.60670599828319 34.1339613183534 3.35334299316911 3.11334 0.991999983787537 73.21559 NA 53.2 100 305520733.843573 -746888299.539202 1238058758.16221 70.398 66.187 NA 50 NA 2.9381960775388 NA 5.1 44 27 18439 NA NA NA NA NA NA 12.1289743261529 25.8928018669031 NA 70.398 NA NA 4011.00610351563 2.97 49.9618615709632 498.659870287799 29.7
"203" "South Asia" "SAS" 37.9882436925964 66.0076387543573 206 -6215366 33.9923612456427 1.45657274518659 89.8864892428194 15.6916895927959 1814388744 NA 6.66329110639458 23.6708010011028 NA 2.11189 2.74428577331161 72.25239 NA 30.4594586420106 99.3209001567894 49751025184.862 NA NA 70.5057232380422 67.9493897249746 NA 41.7420591807601 NA 5.84056048177619 NA 11.2379446987243 62.3518764444914 34.5 1512779.2747231 9486170000 NA NA NA NA NA 4.09534994402972 6.23002020818864 NA 70.5057232380422 0.59738 NA 17746.8070943906 2.51 11.267310447351 380.247133746081 20.6415574218229
"204" "Saudi Arabia" "SAU" 5.58799982070923 16.156 10 674895 83.844 19.4406664826471 100 47.2804719841251 33699947 NA 2.43411077754232 26.6643339172916 -1.20601688268319 NA 5.91800022125244 NA NA NA 100 4247084538.91783 70606423364.3911 509468527336.473 76.487 73.671 NA NA NA 3.31408802294981 NA 15.8 73.2 6 254063.746947842 NA NA NA NA NA NA 8.56023595709856 5.40537254099281 NA 76.487 NA NA 124031.6484375 3.01 24.4434653586729 15.6766543082956 28.8
"205" "Sudan" "SDN" 38.2729988098145 65.358 71 -250001 34.642 0.299732598319775 56.4515495300293 13.238937911679 41801533 NA -2.32082732082732 12.3456378998456 NA NA 12.9969997406006 60.69718 NA 91.6 100 1135787164.04941 -4678501890.25183 NA 66.705 63.09 NA 59 NA 3.58116052825144 NA 22.1 52.2 42.1 3170 3e+07 NA NA NA NA NA 0.157818441898368 20.8779243729127 NA 66.705 NA NA 18172.373046875 2.43 38.2164366036418 NA 25.7
"206" "Senegal" "SEN" 34.576000213623 52.808 118 -100001 47.192 0.624760004263926 61.7 18.7861194018554 15854360 NA 6.76629382353322 36.0852109664234 NA 4.65201 6.52199983596802 NA NA 39.4 100 629312447.9813 NA NA 69.324 65.242 NA 47.5 NA 3.08682370101833 NA 2.4 42.1 31.8 1087 1.73e+08 NA NA NA NA NA NA NA NA 69.324 NA NA 10681.458984375 2.25 39.807845239034 82.3474783150678 23.4
"207" "Singapore" "SGP" 0.657999992370605 0 47 135142 100 10.306331909983 100 100 5638676 NA 3.13946454303462 149.815981896454 0.565267132288671 NA 3.62400007247925 97.34486 NA NA 100 82039577168.0638 65072129790.3755 292715632357.011 85.2 80.7 NA NA NA 11.4633801933791 2.4 5.5 73.6 2.3 208787 NA NA NA NA NA NA 4.64597049013586 3.17870101119609 15.2055415634797 85.2 NA NA 153852 4 100 7952.9984184018 2.8
"208" "Solomon Islands" "SLB" 60.3320007324219 76.251 74 -7998 23.749 0.343539796177346 62.8956413269043 NA 652858 NA 3.85471177031862 NA NA NA 1.79299998283386 NA NA NA 99.9175631944289 12057230.7613698 -50570781.915868 617115407.092056 74.505 70.984 NA NA 868 3.59895045928894 NA 19 68.9 17.1 14365 NA NA NA NA NA NA 7.14565344347247 13.5682952765362 31.9215644186244 74.505 NA NA 5213.32080078125 2.57 NA 23.324687388353 17.4
"209" "Sierra Leone" "SLE" 60.3089981079102 57.945 298 -21000 42.055 0.186560087693797 23.4 14.8487076207878 7650154 40.1 3.44616262140143 39.2285313088917 NA 7.13846 4.32999992370605 43.20633 NA 75.6 100 217812918.996704 -646120563.726201 502557290.862546 54.697 53.049 NA 49.9 400 2.96655621131612 NA 2.4 33.2 78.5 NA 1.3e+08 35.7 29.4 3.4 NA NA 3.77996675695004 5.16251193191442 NA 54.697 NA NA 4623.77099609375 2.08 35.3078322255625 105.987170961485 NA
"210" "El Salvador" "SLV" 28.9419994354248 27.977 70 -202694 72.023 0.998428943780015 99.4903869628906 17.2362891278643 6420744 1.5 2.53894979803808 48.6179529493035 0.0767130108086897 3.60075 4.34600019454956 89.0086 NA NA 100 426819833.289778 -1241754700.4564 3568810597.97393 77.417 68.006 NA 12.9 NA 8.28709000480629 NA 8.8 73.8 11.8 27601 NA 38.6 29.4 2.4 NA NA 3.86789820108477 18.1877160490933 NA 77.417 NA NA 17562.744140625 2.58 23.9316479587026 309.881467181467 22.2
"211" "San Marino" "SMR" NA 2.774 0 NA 97.226 NA 100 NA 33785 NA NA NA NA NA NA 99.91643 NA NA NA NA NA 338957476.907088 NA NA NA NA 5145 NA NA 5.9 NA 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 563.083333333333 0
"212" "Somalia" "SOM" 71.3560028076172 55.029 262 -200002 44.971 0.045347230872012 32.9465141296387 13.8699536265419 15008154 NA NA 99.6004655120259 NA NA 13.9549999237061 NA NA 73.6 100 4.09e+08 NA NA 58.42 55.067 NA NA NA 2.87331094294556 NA 5.1 23.9 76.6 98 4.42e+08 NA NA NA NA NA NA NA 0.00023745909133936 58.42 NA NA 6851.56787109375 2.21 30.8419948270321 23.9234769024771 27.1
"213" "Serbia" "SRB" 18.8120002746582 43.908 17 20000 56.092 5.28252191688301 100 19.8988009883582 6982084 NA 4.39223723899327 59.2929135991213 1.8492298451109 NA 13.5129995346069 NA NA NA 100 4107322500.20414 -2630427633.83781 12874374086.5037 78.7 73.6 NA 4.4 NA 18.3457926916963 NA 9 94.6 4.8 28160 1117970000 NA NA NA NA NA 6.13551888464637 7.6676788520886 NA 78.7 0.92132 2087.21892 30569.681640625 2.84 35.4752883458266 79.8317402241024 7.4
"214" "Sub-Saharan Africa (excluding high income)" "SSA" 54.0955489228817 59.824658662197 231 -1813121 40.175341337803 0.84874859980702 44.5685113197542 15.6233128257722 1078209758 NA 2.3867292675138 28.1987656555902 NA 4.60449 6.11344931631034 65.57343 NA 55.2811967301277 100 33536059026.2273 NA NA 62.6302858663227 59.1416654303711 NA 56.0761607837542 NA 2.98729217395572 NA 5.35868553728478 33.6849643232619 52.7366217048216 769232.347538463 NA NA NA NA NA NA 7.58413291631905 8.27015554390889 NA 62.6302858663227 NA NA 9832.56898576092 2.44974358974359 26.5124975213912 50.7586283354254 26.8764048201241
"215" "South Sudan" "SSD" 38.701000213623 80.385 146 -870998 19.615 0.141748231600483 25.3820705413818 NA 10975920 NA NA NA NA NA 12.7150001525879 34.52276 NA 95.6 100 60140000 -315550000 NA 58.891 55.88 NA NA 268 3.39848287985152 NA 10.2 27.3 63.7 NA NA NA NA NA NA NA 14.3628279932358 0.387776007652113 NA 58.891 NA NA 3359.712890625 NA 17.1354625586469 NA 29.9
"216" "Sub-Saharan Africa" "SSF" 54.0955489228817 59.8231766270485 231 -1814121 40.1768233729515 0.849177690461 44.5735868076554 15.6233128257722 1078306520 NA 2.38768938165627 28.2669127639393 NA 4.60449 6.11344931631034 65.57706 NA 55.2811967301277 100 33579992552.7949 NA NA 62.6316908721786 59.1427144394588 NA 56.0699068327812 NA 2.98770560654484 NA 5.35949601586454 33.6890252225181 52.7 787903.347538463 NA NA NA NA NA NA 7.57292089872423 8.40384501042506 NA 62.6316908721786 NA NA 9832.56898576092 2.44974358974359 26.5124975213912 50.7620843086558 26.8753643941121
"217" "Small states" "SST" 21.1830001221395 41.2755759294671 NA 319841 58.7244240705329 7.46265256907943 79.9607973895994 NA 40575321 NA 2.02984230391594 49.5362162289741 NA NA 9.33947124998966 86.20175 12.1495988742983 NA 93.2138574966427 16229513040.7431 NA NA 71.1030236005978 67.59556416495 NA NA NA 6.02956944874001 NA 9.27167881556021 57.9223092722277 32.4866432716083 773348.909281233 NA NA NA NA NA NA 10.7539030997878 18.5823346856666 NA 71.1030236005978 NA NA 53027.3649608532 2.6428 NA 16.2244628233256 18.9755479345642
"218" "Sao Tome and Principe" "STP" 29.0620002746582 27.197 124 -8401 72.803 0.580793656470492 72.5107040405273 NA 211028 NA 2.65769375666697 NA NA 5.14907 13.4010000228882 92.81664 NA 86.6 100 23681668.8905599 -62185936.4016067 43683545.117539 72.329 67.565 NA NA NA 2.9256781090661 NA 2.4 54.7 24.4 NA NA NA NA NA NA NA 8.87722014487721 73.1935597095181 NA 72.329 NA NA 10893.2734375 2.65 NA 219.820833333333 27.5
"219" "Suriname" "SUR" 8.72500038146973 33.94 38 -4999 66.06 3.59891229103896 96.7831420898438 NA 575991 NA 1.90000000000001 NA NA NA 7.41200017929077 94.38327 NA 7.3 100 130960766.326423 -117982950.515173 580780344.590911 74.817 68.274 NA NA NA 6.90636990225525 NA 12.5 75.9 16.9 3225 NA NA NA NA NA NA 4.93243932748648 3.2084253330086 NA 74.817 NA NA 40569.56640625 NA NA 3.69225 14.5
"220" "Slovakia" "SVK" 3.77099990844727 46.274 5.8 7423 53.726 5.66158132774424 100 NA 5447011 NA 4.03370304338463 94.0648049902185 NA NA 6.36700010299683 NA 64.0914950988802 NA 100 2551913226.95168 -2760395632.88142 5229297354.833 80.7 73.8 NA 0 NA 15.629246504777 5.8 6.5 89.2 4.6 NA NA NA NA NA NA NA 2.80815871532977 3.27237655592596 NA 80.7 NA NA 67853.4375 3.03 14.6907818009534 113.290578202995 6.1
"221" "Slovenia" "SVN" 6.12799978256226 45.459 5.3 9999 54.541 6.21368684468327 100 NA 2067372 NA 4.11821785906514 77.0982546080683 1.63052260754338 NA 5.5019998550415 NA 61.114199486892 NA 99.4910252834569 1523856931.75901 3073243299.12844 933092542.007261 84.3 78.2 NA 1 NA 19.6068796541788 NA 5.9 88.4 1.7 18444 NA NA NA NA NA NA 4.21483334690866 7.32150137778033 NA 84.3 NA NA 73310.3828125 3.31 NA 102.639859503382 6.4
"222" "Sweden" "SWE" 2.53900003433228 12.569 5.5 2e+05 87.431 4.47818217821374 100 15.5449356413889 10183175 NA 2.22523861239767 43.2869887657557 1.78415097403832 NA 6.83799982070923 NA 25.1170961346531 NA 3.63648738190616 9022400100.07153 9478630193.19259 60566144400.5195 84.1 80.6 NA 0.2 15228 20.0955249278002 NA 4.8 89.9 2.2 NA NA NA NA NA NA NA 7.45223566110453 5.90786893396802 NA 84.1 NA NA 100078.390625 4.05 17.779660735201 25.0010434312931 2.8
"223" "Eswatini" "SWZ" 14.456000328064 76.201 329 -41764 23.799 1.09840450548437 73.5262756347656 NA 1136191 NA 2.35100982006338 43.9119686281662 NA NA 22.8540000915527 88.41938 NA 32.7 100 31264218.2718227 90250293.8305522 440685903.013845 62.753 54.329 NA 11.3 NA 4.01458794083506 NA 4.5 36.7 43 NA NA NA NA NA NA NA 2.08087997275661 0.863933573703219 NA 62.753 NA NA 28880.3984375 NA NA 66.0576162790698 26.9
"224" "Sint Maarten (Dutch part)" "SXM" NA 0 19 NA 100 19.4613241342709 100 NA 40654 NA NA NA NA NA NA NA NA NA NA -196625698.324022 63519553.0726256 NA NA NA NA NA NA NA NA 6.8 NA NA NA NA NA NA NA NA NA 8.51450342256308 58.8712341089411 NA NA NA NA NA NA NA NA NA
"225" "Seychelles" "SYC" NA 43.309 18 -1000 56.691 5.41867796276229 100 NA 96762 NA 3.62735158274192 102.082637916792 1.80611159983627 NA NA 95.86771 NA NA 100 43933526.5675816 -269435409.5915 549521831.728019 78.5 70.3 NA 0.4 NA 7.59454560435034 NA 12.3 80.8 12.4 18671 NA NA NA NA NA NA 5.35117698906762 35.420766610986 NA 78.5 NA NA NA NA NA 210.352173913043 15.9
"226" "Syria" "SYR" 14.83899974823 45.838 19 -2136954 54.162 1.64053906266363 89.638786315918 31.7537450425975 16906283 NA NA NA NA NA 8.18200016021729 NA NA 19.3 100 NA NA NA 77.418 65.407 NA 43.5 NA 4.50312442147583 NA 13.5 45.1 14 167.753530166881 4.5e+07 NA NA NA NA NA NA NA NA 77.418 NA NA 9490.3349609375 2.3 25.3314456248326 92.0671077710614 26.5
"227" "Turks and Caicos Islands" "TCA" NA 6.902 6.1 NA 93.098 5.80598829483446 100 NA 37665 NA 5.28208549380973 NA NA 2.91435 NA NA NA NA NA 42227000 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39.6473684210526 NA
"228" "Chad" "TCD" 79.5650024414063 76.941 142 10000 23.059 0.0534072418467253 10.8764162063599 8.54567953703351 15477751 NA 2.6413300339928 37.8810921062285 NA 2.24185 2.31900000572205 NA NA 88.2 100 662206573.4331 NA 147750165.909777 55.132 52.315 NA 68.3 NA 2.48051894434901 NA 6 27.3 71.4 NA NA NA NA NA NA NA NA NA NA 55.132 NA NA 4950.89892578125 2.42 37.0600571866467 12.2917336404066 27.6
"229" "East Asia & Pacific (IDA & IBRD countries)" "TEA" 30.2413375539937 44.4449079814641 NA -3763991 55.5550920185359 5.82837164447171 98.2604232306703 NA 2056064424 NA 6.29508497056324 24.2542439912906 NA 3.14565 3.95499145895629 95.81489 NA 25.7938114421832 99.0815606513638 279236931115.682 NA NA 77.5918593474197 72.6591178046408 NA 24.7869598338908 2725.2549059322 9.49824756454622 NA 8.51396077418963 84.0872549709163 13.0767721957792 7383612.85519138 29462230000 NA NA NA NA NA 9.13469260494069 4.49776792904924 NA 77.5918593474197 NA NA 28928.3843522164 2.81538461538462 7.45975370093065 130.185452991291 18.0851558360796
"230" "Europe & Central Asia (IDA & IBRD countries)" "TEC" 15.4338865193623 33.7131676874065 NA 1324001 66.2868323125935 7.39573050169203 99.9864219138175 20.7770157978292 459865205 NA 3.15137909110619 33.6035385808689 2.227478809383 NA 6.86882979532712 98.98185 88.2975570921709 NA 96.7149112419279 65925793992.4093 NA NA 77.8836544586063 69.9269363506798 NA 13.3498418058217 NA 12.5755989186922 NA 7.09695593547362 88.8265645026183 10.6012147268223 2196561.91697346 3588880000 NA NA NA NA NA 6.50830614556289 7.62698550611918 29.6735182175792 77.8836544586063 NA NA 48573.3910536292 2.76476190476191 17.2782154978907 20.0172566615243 14.0225773129615
"231" "Togo" "TGO" 39.5349998474121 58.298 36 -9999 41.702 0.3673166295811 48 22.1285739528519 7889094 NA 4.91014753954207 42.2890443313526 NA 5.42885 1.66999995708466 NA NA 51.2 100 101981197.487 NA NA 61.317 59.644 NA 63.1 NA 2.86946801108822 NA 2.4 37.6 47.4 11559 4.42e+08 NA NA NA NA NA NA NA 17.8860132664408 61.317 NA NA 3377.375 2.45 53.0635792468487 145.046773303916 29.2
"232" "Thailand" "THA" 32.7649993896484 50.051 153 97222 49.949 4.62037714609842 100 20.0552124657007 69428524 0 4.12922610260051 56.4883209346758 0.706728601314305 NA 0.694999992847443 93.76776 NA 25 100 13398678283.5119 32385567305.5889 205640628937.522 80.468 72.977 NA 1.3 NA 11.9008931395893 NA 7 74 7.8 475886.496 3.129e+09 36.4 28.1 3 NA NA 5.16918125886915 19.6252266720896 18.4788451199659 80.468 NA NA 31007.45703125 3.41 29.2867702400653 135.897206835131 32.7
"233" "Tajikistan" "TJK" 42.1910018920898 72.866 84 -99999 27.134 0.628730158480124 99.3 NA 9100837 NA 7.30000028747864 NA NA NA 11.0819997787476 NA NA NA 100 220862232.3377 -378475052.026988 1284070863.38126 72.961 68.493 NA 67.9 1691 3.02188755207627 NA 6.1 69.2 30.4 4021 NA NA NA NA NA NA 0.751505583280802 15.3100709612741 NA 72.961 0.09703 NA 12418.765625 2.34 35.3383647421805 65.5727141724908 18.1
"234" "Turkmenistan" "TKM" 23.2019996643066 48.407 46 -25001 51.593 12.5170961201011 100 NA 5850908 NA 6.19999994137119 12.4971962092749 NA NA 3.8510000705719 NA NA NA 100 1985147000 NA NA 71.449 64.504 NA NA 2698 4.42663446194014 NA 6.1 76.2 39.3 18184 NA NA NA NA NA NA NA NA NA 71.449 NA NA 41446.1484375 2.41 26.8392686951391 12.4505947694337 14.5
"235" "Latin America & the Caribbean (IDA & IBRD countries)" "TLA" 18.3193141422582 19.3985876835712 NA -2050462 80.6014123164288 3.07108458775194 98.0776134613229 38.1766839497549 625569713 NA 0.562073762625744 23.6400333154496 2.55754475703323 NA 8.10428438454679 93.75496 87.8803884963167 20.4104674325914 87.4237219231783 172774900439.135 NA NA 78.4062532071662 72.001543442476 NA 14.1788224714551 10124.7706503609 8.25620923692216 NA 9.67173030696758 74.4121072551066 14.1329050775571 2751003.29213874 4250500000 NA NA NA NA NA 5.77163930063621 7.09463774434211 NA 78.4062532071662 NA NA 32795.7497923153 2.69285714285714 22.8327635957772 31.4141444422749 17.9958238122828
"236" "Timor-Leste" "TLS" 50.1809997558594 69.422 498 -26924 30.578 0.399696508054373 80.3807525634766 NA 1267972 NA 2.81398229160807 NA NA 4.12844 3.00799989700317 68.06683 NA NA 100 47925664.570816 -191147184.887931 673903564.681158 71.092 67.053 NA 9.8 433 4.31649229400603 NA 6.7 45.4 39.3 NA 4.9e+08 NA NA NA NA NA 12.3617053609276 64.0015153353887 NA 71.092 NA NA 30476.19140625 NA NA 85.270477471419 12.7
"237" "Middle East & North Africa (IDA & IBRD countries)" "TMN" 19.3362280735559 38.5854570017155 NA -3144500 61.4145429982846 4.00480362152471 97.3398215051986 21.8959781901153 378327628 NA NA NA NA NA 11.2497244657861 75.72189 NA NA 100 15078953598.8662 NA NA 75.3338336382715 71.5536050873126 NA 30.9892261650856 NA 5.40251473043988 NA 10.8046281720058 74.3617679561631 19.8256264915364 625199.79806317 NA NA NA NA NA NA 8.41154433539359 17.2490705653296 NA 75.3338336382715 NA NA 46249.8544476586 2.51083333333333 23.9811704317 43.8129297485221 17.6200456463381
"238" "Tonga" "TON" 46.9930000305176 76.869 10 -3999 23.131 1.19779665043354 97.9675903320313 NA 103197 NA 0.299994244658407 75.9221976120895 NA NA 1.01800000667572 99.41437 NA NA 99.8125919313455 15047474.4803441 -28631789.5894219 227189184.003045 72.648 68.788 NA NA 5061 5.95366144364662 NA 15.7 82.7 13.4 NA NA NA NA NA NA NA 12.7513609267054 45.88901813775 NA 72.648 NA NA 14745.875 NA NA 143.329166666667 16.8
"239" "South Asia (IDA & IBRD)" "TSA" 37.9882436925964 66.0076387543573 NA -6215366 33.9923612456427 1.45657274518659 89.8864892428194 15.6916895927959 1814388744 NA 6.66329110639457 23.6708010011028 NA 2.11189 2.74428577331161 72.25239 NA 30.4594586420106 99.3209001567894 49751025184.862 NA NA 70.5057232380422 67.9493897249746 NA 41.7420591807601 NA 5.84056048177619 NA 11.2379446987243 62.3518764444914 34.4842863088013 1512779.2747231 9486170000 NA NA NA NA NA 4.09534994402973 6.23002020818864 NA 70.5057232380422 0.59738 NA 17746.8070943906 2.51 11.267310447351 380.247133746081 20.6415574218229
"240" "Sub-Saharan Africa (IDA & IBRD countries)" "TSS" 54.0955489228817 59.8231766270485 NA -1814121 40.1768233729515 0.849177690461 44.5735868076553 15.6233128257722 1078306520 NA 2.38768938165632 28.2669127639393 NA 4.60449 6.11344931631034 65.57706 NA 55.2811967301277 100 33579992552.7949 NA NA 62.6316908721786 59.1427144394588 NA 56.0699068327812 NA 2.98770560654484 NA 5.35949601586454 33.689025222518 52.7349173588378 787903.347538463 NA NA NA NA NA NA 7.57292089872423 8.40384501042506 NA 62.6316908721786 NA NA 9832.56898576092 2.44974358974359 26.5124975213912 50.7620843086558 26.8753643941121
"241" "Trinidad and Tobago" "TTO" 4.32600021362305 46.816 21 -3999 53.184 33.966414453933 100 NA 1389858 NA -0.245213697183118 NA NA NA 2.81399989128113 NA NA NA 100 -602524631.736673 1190671717.29804 8108517577.38663 75.955 70.616 NA NA NA 10.7349535163324 NA 11 80.7 16.4 32770 NA NA NA NA NA NA 1.64292279361293 4.86517541696023 NA 75.955 NA NA 65724.546875 2.42 73.6512793872145 270.927485380117 12.1
"242" "Tunisia" "TUN" 16.2089996337891 31.055 35 -20000 68.945 2.60593240600076 100 19.807493235744 11565204 NA 2.48282683815427 62.0400455204866 NA NA 15.5100002288818 NA NA 8 100 988942901.040222 -4428708158.07369 5661370258.89029 78.35 74.297 NA 12.8 NA 8.31567907898877 2.3 8.5 85.8 14.6 41446 8.4e+08 NA NA NA NA NA 3.87008547532526 11.9476441556252 NA 78.35 0.59997 1771.60777 37379.8046875 2.57 28.729411823724 74.4413233779609 22.8
"243" "Turkey" "TUR" 15.0819997787476 24.857 16 1419610 75.143 4.47977349568748 100 36.8553458706931 82319724 0.1 2.82677612033162 30.6272671841141 15.1768215720023 NA 11.8950004577637 NA 86.843187660708 11.9 100 1.3061e+10 -2.7032e+10 92982552060.703 80.088 74.149 NA 1.1 NA 8.4832129399716 NA 11.1 89.4 9.1 772925.545 6923900000 41.9 32.6 2.2 NA NA 2.08447270313485 16.6213168164405 33.8724297508497 80.088 NA NA 75072.328125 3.15 23.8463704730436 106.960128893104 12.3
"244" "Tuvalu" "TUV" NA 37.613 270 NA 62.387 1.00264309150565 100 NA 11508 NA 2.49999999999999 NA NA NA NA NA NA NA NA 298862.0826 NA NA NA NA NA NA 3417 NA NA 22.1 NA 20.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 383.6 NA
"245" "Tanzania" "TZA" 62.7840003967285 66.224 253 -200381 33.776 0.231426985468443 32.8133316040039 12.5196623310045 56318348 NA 5.44496763189639 NA 3.46428057999026 3.69644 1.91199994087219 NA NA 50.7 100 1055991268.20234 -1890298123.96952 5049646420.4773 66.346 62.581 NA 40.9 NA 2.60129917835952 NA 5.7 32.9 37.6 51577 1.34e+08 NA NA NA NA NA 8.27664312087966 29.365314733999 14.3242085910558 66.346 NA NA 6182.01806640625 NA 31.7925190640248 63.5790787988259 29.2
"246" "Uganda" "UGA" 65.4960021972656 76.226 200 843469 23.774 0.141664527352892 22 6.99001072931462 42723139 NA 6.15235491276995 28.6900064634472 2.86909425020554 2.52076 1.78699994087219 76.5275 NA 53.6 100 1337128157.97908 -2564699081.29155 3358514649.90299 64.64 60.27 NA 74.2 NA 1.94098692046317 NA 2.5 32.9 33.8 4832 4.04e+08 NA NA NA NA NA 3.86635083367024 18.619376427533 14.1930504846056 64.64 NA NA 4855.69384765625 2.58 29.4019129075429 213.061734490325 29
"247" "Ukraine" "UKR" 17.4200000762939 30.648 80 50001 69.352 5.02074706440171 100 12.1100029411161 44622516 0 3.33548930910057 53.8086877645976 NA NA 9.3120002746582 NA NA NA 100 2.476e+09 -4.367e+09 20817897004.1028 76.78 67.02 NA 14.4 NA 16.4346864392016 NA 6.1 91 7.5 66712 1.5e+08 26.1 22 4.2 NA NA 11.7542764744263 3.83698317409318 33.4237021755197 76.78 0.47134 988.07663 19965.7578125 2.83 9.55421704227543 77.0296673514129 13.7
"248" "Upper middle income" "UMC" 23.32987513319 33.7666317019147 66 -1977569 66.2333682980853 6.52757182101923 99.3685736883996 29.3932524681364 2655635719 1.5 3.96692534637022 24.380716860164 NA NA 6.08843942537924 95.18383 88.9604814478969 23.0593801564599 96.0650690129946 440872852679.161 NA NA 78.2892735456006 72.9423381947181 NA 20.4242709783154 4667.88583887606 10.0379487990588 NA 9.22747532326722 84.2790045852922 10.8 10646864.4842514 40759600000 NA NA NA NA NA 8.63335655064414 5.65984060625867 NA 78.2892735456006 NA NA 36244.940893413 2.71590909090909 12.287649032867 45.4691766291018 18.5162271828745
"249" "Uruguay" "URY" 12.418999671936 4.666 33 -15000 95.334 1.98424083514046 100 50.3577393551559 3449299 0.1 1.62008362892931 18.9879779084104 NA NA 7.94199991226196 98.70386 NA NA 22.3857446597034 1172779059.58202 75715248.8946571 15556520867.2273 81.238 73.805 NA 2.1 NA 14.8145195308593 NA 7.3 84.9 6.4 NA NA 39.7 29.7 2.3 NA NA 9.9800198321672 14.8744616381481 34.9899067097619 81.238 NA 696.37621 46294.796875 2.69 52.822429451808 19.7080276539824 13.4
"250" "United States" "USA" 1.97800004482269 17.744 3 4774029 82.256 16.502837239406 100 46.2579288988769 327167434 NA 2.92732272821085 15.3252110810918 1.81221007526015 NA 3.86899995803833 NA 82.4278282452692 NA 3.34317037021352 2.5839e+11 -4.90991e+11 449907088828.546 81.1 76.1 NA 0.8 NA 15.8076540556035 NA 10.8 88.3 5.6 9879630 NA NA NA NA NA NA 5.96064163794602 10.24045448276 22.367647861964 81.1 NA NA 117226.84375 3.89 6.99305941298036 35.766088580168 12.4
