"Country" "Lat" "Long" "X4.6.20" "X4.7.20" "X4.8.20" "SL.AGR.EMPL.MA.ZS" "SP.RUR.TOTL.ZS" "SH.TBS.INCD" "SM.POP.NETM" "SP.URB.TOTL.IN.ZS" "EN.ATM.CO2E.PC" "EG.ELC.ACCS.ZS" "EN.URB.MCTY.TL.ZS" "SP.POP.TOTL" "SI.POV.DDAY" "NY.GDP.MKTP.KD.ZG" "NE.IMP.GNFS.ZS" "FP.CPI.TOTL.ZG" "SE.XPD.TOTL.GD.ZS" "SL.UEM.TOTL.ZS" "SE.ADT.LITR.ZS" "EG.USE.COMM.FO.ZS" "EN.POP.SLUM.UR.ZS" "EN.ATM.PM25.MC.ZS" "BX.KLT.DINV.CD.WD" "BN.CAB.XOKA.CD" "FI.RES.TOTL.CD" "SP.DYN.LE00.FE.IN" "SP.DYN.LE00.MA.IN" "SG.TIM.UWRK.FE" "SH.SGR.CRSK.ZS" "SH.SGR.PROC.P5" "SP.POP.65UP.TO.ZS" "SH.MED.BEDS.ZS" "SH.STA.DIAB.ZS" "SH.DTH.NCOM.ZS" "SP.DYN.IMRT.IN" "IS.AIR.DPRT" "IE.PPI.TRAN.CD" "SI.POV.GINI" "SI.DST.10TH.10" "SI.DST.FRST.10" "SI.POV.URHC" "SI.POV.RUHC" "ST.INT.XPND.MP.ZS" "ST.INT.RCPT.XP.ZS" "GC.XPN.TOTL.GD.ZS" "SP.DYN.LE00.FE.IN.1" "GB.XPD.RSDV.GD.ZS" "SP.POP.SCIE.RD.P6" "SL.GDP.PCAP.EM.KD" "LP.LPI.OVRL.XQ" "EN.URB.LCTY.UR.ZS" "EN.POP.DNST" "SH.STA.TRAF.P5"
"92" "Kyrgyzstan" 41.2044 74.7661 216 228 270 25.6609992980957 63.649 116 -20000 36.351 1.64639533887413 100 NA 6315800 0.9 3.50000000000006 68.3891768514591 NA NA 7.35599994659424 99.586 NA NA 97.4325569187238 144222600 -718465826.563985 2156976620.36741 75.4 67.2 NA 38.4 3045 4.49472797559656 NA 6.1 82.7 16.9 16344.3719734617 NA 27.7 23.6 4.3 NA NA 8.26084076428752 18.7296687285002 26.0466515518477 75.4 NA NA 9523.134765625 2.55 43.3964063948262 32.9290928050052 15.4
"93" "Laos" 19.85627 102.495496 12 14 15 66.0650024414063 64.996 162 -73518 35.004 0.29436488328788 93.6 NA 7061507 NA 6.24796000755872 NA NA NA 0.574000000953674 NA NA 31.4 100 1319609797.48538 -1430372875.80012 980441052.937056 69.074 65.508 NA 47.7 NA 4.0751499644481 NA 6.4 59.6 37.6 10172.8429167433 1500000 NA NA NA NA NA 12.9676847934516 12.1779774535739 NA 69.074 NA NA 13353.1787109375 2.7 26.8934100921996 30.5957842287695 16.6
"94" "Latvia" 56.8796 24.6032 542 548 577 9.44699954986572 31.858 29 -74186 68.142 3.49819288166911 100 NA 1926542 NA 4.62077695023 61.4891823719436 2.81140920075622 NA 8.22299957275391 99.88931 NA NA 89.0140461977576 446985589.697802 -210956999.560439 4370730735.82853 79.7 69.9 NA 88.8 18395 20.0436203206809 NA 5 91.8 3.3 54356 NA NA NA NA NA NA 3.68059042893868 5.01365220069174 NA 79.7 NA NA 59081.03125 2.81 48.5296134017477 30.9833065294307 9.3
"95" "Lebanon" 33.8547 35.8623 541 548 576 10.8470001220703 11.407 11 -150060 88.593 3.84359823135183 100 34.8269399942327 6848925 NA 0.199990636430059 39.6092335810864 NA NA 6.19600009918213 95.06944 NA NA 100 2632087415.3 -12445109298 52380608542.3956 80.786 77.031 NA 5.8 NA 7.00236813439294 NA 11.2 90.6 6.4 25740 3e+06 NA NA NA NA NA 19.4679123290367 45.4227864911041 NA 80.786 NA NA 41021.07421875 2.72 39.311165343918 669.494134897361 18.1
"96" "Liberia" 6.4281 -9.4295 14 14 31 45.8409996032715 48.849 308 -25000 51.151 0.214493388584254 21.4888687133789 29.4315577766817 4818977 NA 1.22255131299607 94.3321078431372 NA 2.58412 2.03200006484985 NA NA 65.7 100 129129754.833293 -674092298.882529 560299001.752168 64.68 61.911 NA 35.5 NA 3.25343179968014 NA 2.4 31.4 53.5 NA 2.5e+07 NA NA NA NA NA 0.618232004984871 NA NA 64.68 NA NA 2453.48999023438 2.23 57.5385757549326 50.0309073920266 35.9
"97" "Libya" 26.3351 17.228331 19 20 21 7.35300016403198 19.898 40 -9997 80.102 8.958794329552 70.1482009887695 17.3352457196282 6678567 NA 7.9497367979429 40.1212444439452 NA NA 17.2999992370605 NA NA NA 100 NA NA 85335649782.1665 75.619 69.672 NA NA NA 4.39204025898401 NA 10.2 71.9 10.2 7412.42875400346 NA NA NA NA NA NA NA NA NA 75.619 NA NA 72134.78125 2.11 21.6414632240592 3.79563238119054 26.1
"98" "Liechtenstein" 47.14 9.55 77 78 78 NA 85.662 NA NA 14.338 1.18217231281734 100 NA 37910 NA NA NA NA NA NA NA NA NA NA -87212093508.4059 NA NA 84 80.6 NA NA NA NA NA 9.4 NA NA NA NA NA NA NA NA NA NA NA NA 84 NA NA NA NA NA 236.9375 NA
"99" "Lithuania" 55.1694 23.8813 843 880 912 10.1389999389648 32.321 44 -163902 67.679 4.37809012309851 100 NA 2789533 NA 3.64475653175535 73.6789110643871 2.33450937988024 NA 6.63800001144409 NA NA NA 95.9998593070447 867654602.336174 817584208.600275 5770956096.50459 80.1 69.5 NA 40.2 NA 19.7050331564608 NA 3.8 89.8 3.3 2375 NA NA NA NA NA NA 2.81919579242839 3.22517537325499 NA 80.1 NA NA 64221.1328125 3.02 28.3938264594836 44.5313513780643 8
"100" "Luxembourg" 49.8153 6.1296 2843 2970 3034 1.95000004768372 9.01900000000001 8 48704 90.981 17.3621213728095 100 NA 607728 NA 3.11083626560442 175.544290965783 1.74332075653843 NA 5.41300010681152 NA 80.562295207665 NA 68.7756227449078 -5615033227.4932 3426284902.8119 938890223.596831 85.4 80.1 NA 1 NA 14.1831541841472 4.8 5 88.4 1.9 51824 NA NA NA NA NA NA 2.92664286776237 3.99487452237961 NA 85.4 NA NA 221452.921875 3.63 NA 250.093827160494 6.3
"101" "Madagascar" -18.7669 46.8691 82 88 93 70.9970016479492 62.809 233 -7500 37.191 0.130420845169797 24.0753917694092 11.6455111740114 26262368 NA 4.5647923154181 33.8198379741594 NA 3.23481 1.64499998092651 74.80432 NA 77.2 100 612036371.422122 80122318.4631141 1739588290.28962 67.909 64.728 NA 61.9 NA 2.98671712579162 NA 4.5 43.2 38.2 10170 245100000 NA NA NA NA NA 6.38436038582579 20.2238771323715 9.79857772578919 67.909 NA 34.04118 2927.53588867188 2.39 31.3127141278542 45.1398556204881 28.6
"102" "Malawi" -13.254308 34.301525 5 8 8 67.3470001220703 83.063 181 -80263 16.937 0.0783395970665838 12.7 5.675032374183 18143315 NA 3.49999999999999 NA NA 4.71484 5.375 NA NA 66.7 100 102033113.80307 -1426524326.02759 759614761.931253 66.4 60.155 NA 90.5 NA 2.64543493031032 NA 4.5 31.7 35.3 2327 6e+06 NA NA NA NA NA 4.62032197696521 3.84470617648111 20.8655402066954 66.4 NA NA 2733.89404296875 2.59 33.5067181744607 192.440761561307 31
"103" "Malaysia" 2.5 112.5 3793 3963 4119 13.6879997253418 23.964 92 249999 76.036 8.13021031314655 100 23.9906484861277 31528585 NA 4.74160645035721 61.745411268396 NA 4.53477 3.3989999294281 94.85441 NA NA 90.537343806725 8570094242.95007 7590221354.00599 101452531755.37 78.008 73.903 NA 18.2 NA 6.67175462547886 1.9 16.7 73.6 6.7 476733 1.543e+09 NA NA NA NA NA 5.98545872369598 8.8343747621729 15.9313634284387 78.008 NA NA 60187.3828125 3.22 31.5516970601393 95.9628214883579 23.6
"104" "Maldives" 3.2028 73.2207 19 19 19 11.3100004196167 60.192 33 56851 39.808 3.06837235497627 99.8 NA 515696 NA 6.8888171958136 77.1839483892858 NA NA 6.40299987792969 NA NA NA 0 538536564.514229 -1388151607.5595 722068698.776903 80.191 76.931 NA NA NA 3.70334460612454 NA 9.2 84.4 7.4 26789 4.78e+08 NA NA NA NA NA 10.5671939455279 82.6938366672004 NA 80.191 NA NA 34035.82421875 2.67 NA 1718.98666666667 0.9
"105" "Mali" 17.570692 -3.996166 47 56 59 66.3330001831055 57.644 53 -2e+05 42.356 0.0833693550692031 43.0898399353027 12.8251848101107 19077690 NA 4.89999574546111 34.0531709070044 NA NA 9.77600002288818 35.47377 NA 56.3 100 467067198.107612 NA NA 59.185 57.718 NA 62.2 NA 2.50722975755683 NA 2.4 30.5 62 NA 55400000 NA NA NA NA NA NA NA NA 59.185 NA NA 6394.76806640625 2.59 30.2795009149134 15.635015858186 23.1
"106" "Malta" 35.9375 14.3754 241 293 299 1.50699996948242 5.38800000000001 14 4501 94.612 5.40061395717027 100 NA 483530 NA 6.77232811144415 123.982943699442 1.64206001768947 NA 4.6269998550415 94.50319 NA NA 100 4735070858.12154 1433226277.63042 1024613729.12178 84.4 80.6 NA 4.6 NA 20.3493242997122 NA 8.3 90.5 6.1 20903 NA NA NA NA NA NA 2.85446482680587 8.76299241462466 NA 84.4 NA NA 96758.984375 2.81 NA 1511.03125 6.1
"107" "Mauritania" 21.0079 10.9408 6 6 6 55.4129981994629 46.328 93 25002 53.672 0.689388119146373 42.9123191833496 27.375123174133 4403319 NA 3.5542779844437 76.2198848987709 NA NA 10.3219995498657 NA NA 79.9 100 70755026.5279 -972886440.025002 934291833.830821 66.061 62.831 NA 64.1 NA 3.14111215805009 NA 7.1 37.2 51.5 5636.83947213211 NA NA NA NA NA NA 1.15714816396614 0.291008929085353 NA 66.061 NA NA 15087.9189453125 2.33 51.004485583805 4.27216357815077 24.7
"108" "Mauritius" -20.2 57.5 244 268 273 7.7020001411438 59.207 13 0 40.793 3.35311047207863 98.0314331054688 NA 1265303 NA 3.77381891285675 54.1888142175361 0.405655190309511 4.83459 6.86899995803833 91.32539 NA NA 100 371518185.9208 -815323260.187134 6353096296.20215 77.89 71.3 NA 11.7 NA 11.4741730686522 NA 22 88.7 13.6 14940 3.83e+08 NA NA NA NA NA 9.54918584596861 38.8811569685775 23.2678319882128 77.89 0.33521 288.12683 48821.19921875 2.73 NA 623.30197044335 13.7
"109" "Mexico" 23.6345 -102.5528 2143 2439 2785 18.128999710083 19.844 23 -3e+05 80.156 3.99044614866763 100 40.7090420895066 126190788 1.7 2.13595812119722 41.1590154688671 3.6359614212705 NA 3.37800002098084 95.37991 90.4262079109407 11.1 99.6561265475774 37495592533 -21995659963 176390278595.584 77.827 72.046 NA 8.9 1303 7.22368498087198 1.5 13.5 79.9 11 590727 589360000 45.4 36.4 2 NA NA 2.80036910958545 4.96059305792831 20.4492381899093 77.827 NA NA 40453.45703125 3.05 21.3355771014877 64.9146264050001 13.1
"110" "Moldova" 47.4116 28.3699 965 1056 1174 36.2220001220703 57.371 86 -6935 42.629 1.38682914196587 100 NA 3545883 0 3.39999999999942 54.998357631669 4.83778351428727 5.51108 3.73399996757507 NA NA NA 100 311870000 -1211370000 2995238116.31008 75.993 67.439 NA 20.8 4898 11.4695563413512 NA 5.7 90.1 13.6 13590 6e+07 25.7 22 4.4 NA NA 6.86098721838949 14.4862872804603 27.3190269944416 75.993 0.25498 696.07769 14641.1484375 2.46 33.7202809786355 123.51980353224 9.7
"111" "Monaco" 43.7333 7.4167 77 79 81 NA 0 0 NA 100 NA 100 NA 38682 NA 6.09999999999991 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.9 NA 2.6 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"112" "Mongolia" 46.8625 103.8467 15 15 16 30.9500007629395 31.555 428 -4262 68.445 7.08802567796829 85.8696517944336 47.9583989441702 3170208 0.5 7.22584889934619 64.2328349644418 7.30481597480148 NA 6.34600019454956 98.42312 NA 42.7 97.0139805896742 1951528195.81853 -1902507511.63661 3549666961.87949 73.779 65.465 NA NA 5339 4.08353878726245 NA 4.7 79.7 14 7777 NA 32.7 25.7 3.3 NA NA 9.69597228683613 6.81877429502399 NA 73.779 0.10293 NA 32232.5234375 2.37 70.0685162884606 2.04060866654651 16.5
"113" "Montenegro" 42.5 19.3 233 241 248 8.56700038909912 33.187 15 -2400 66.813 3.5560717904183 100 NA 622345 NA 5.07786020112071 66.7342964918413 NA NA 15.7760000228882 98.84718 NA NA 100 485653127.823429 -943038608.582669 1202727764.78899 79.105 74.205 NA 2.6 NA 14.9749366447439 NA 9 95 2.3 6887 NA NA NA NA NA NA 1.99151112504161 52.1678725110468 NA 79.105 NA NA 49213.30078125 2.75 NA 46.2710037174721 10.7
"114" "Morocco" 31.7917 -7.0926 1120 1184 1275 31.2849998474121 37.547 99 -257096 62.453 1.7507945564544 100 21.7315718183433 36029138 NA 2.99021416952922 49.2554358334041 NA NA 9.02799987792969 73.75001 NA 13.1 100 3626012575.15534 -6444747450.12378 24461023093.2087 77.438 74.948 NA 27.3 756 7.0129048211122 NA 7 79.6 19.2 80154 2e+08 NA NA NA NA NA 5.45204134123441 22.0800694605501 24.6834070880413 77.438 NA NA 26442.02734375 2.54 16.3704746014871 80.7285189334528 19.6
"115" "Mozambique" -18.665695 35.529562 10 10 17 60.6080017089844 64.012 551 -25000 35.988 0.320578016654618 27.4254703521729 9.27978887415166 29495962 NA 3.42817366081721 84.2244178956122 NA 5.59847 3.19000005722046 NA NA 80.3 100 2678190543.5991 -4500762107.63333 3257710292.09573 62.091 56.293 NA 24.7 NA 2.8907644574499 NA 3.3 26.9 54 10479 8e+07 NA NA NA NA NA 1.28352669775177 5.53997255701068 0.020050842724026 62.091 NA NA 2814.59106445313 NA 15.4064147107958 37.508535313716 30.1
"116" "Namibia" -22.9576 18.4904 16 16 16 21.4400005340576 49.968 524 -24030 50.032 1.65169281658111 52.5011825561523 NA 2448255 NA -0.546332045263455 44.9191890291428 3.72697511621139 NA 23.1870002746582 91.52727 NA 33.2 100 199551871.91461 -354541982.085513 2149916908.24883 65.823 60.02 NA 16.6 NA 3.63603168074514 NA 4.5 40.9 29 14543 NA NA NA NA NA NA 1.07388948740041 9.82957458178292 31.1225767877005 65.823 NA NA 32659.541015625 NA 33.0048468827531 2.97374558175127 30.4
"117" "Nepal" 28.1667 84.25 9 9 9 58.9930000305176 80.26 151 208549 19.74 0.298463302719902 95.5074768066406 4.73418579856052 28087871 NA 6.65753266831794 46.2971031347845 NA 5.16365 1.24699997901917 67.90843 NA 54.3 100 68186670.7450293 -2774671387.79068 8335473017.41812 71.586 68.71 NA 72.7 NA 5.72767077569198 NA 7.2 66.2 26.7 71908 3.5e+08 NA NA NA NA NA 6.26698468458562 27.7828846715184 NA 71.586 NA NA 4468.05908203125 2.51 23.9827030021935 195.939107080572 15.9
"118" "Netherlands" 107.0417 -265.0278 18926 19709 20682 2.91599988937378 8.51000000000001 5.3 80000 91.49 9.92013807523839 100 12.4163884232718 17231017 NA 2.59745361827454 73.3313179310086 2.63369910249593 NA 3.76099991798401 NA 93.4610046096056 NA 99.5981414813269 -239337011214.707 99065091765.458 38431677254.824 83.2 80 NA 0.2 NA 19.1961926333387 NA 5.4 89.6 3.3 325942.296 NA NA NA NA NA NA 3.85310378322941 3.35266955604135 NA 83.2 NA NA 99029.6640625 4.02 7.17865285619598 511.457910359157 3.8
"119" "New Zealand" -40.9006 174.886 1106 1160 1210 7.85500001907349 13.462 7.3 74403 86.538 7.68657582544293 100 31.8672602599529 4885500 NA 2.77357101506234 28.2741552092056 NA NA 4.80700016021729 NA 59.7491685361223 NA 0 2128856170.74495 -7708679948.91985 17656593019.6171 83.4 80 NA NA 5308 15.6524245271741 NA 6.2 89.5 4.7 187851 NA NA NA NA NA NA 8.02396606849385 19.0841319332291 30.6865604678163 83.4 NA NA 71124.15625 3.88 36.8245859444148 18.5541756864532 7.8
"120" "Nicaragua" 12.8654 -85.2072 6 6 6 44.798999786377 41.478 41 -106360 58.522 0.791576322786616 86.7677993774414 16.2078863657068 6465513 NA -3.81606010321511 51.2746732381436 5.3762899084413 NA 4.86999988555908 NA NA NA 99.9026951322358 359200000 82999999.9999992 2261143360.12993 77.546 70.551 NA 34 NA 5.24749744838026 NA 11.4 76.4 15.7 NA 1.04e+08 NA NA NA NA NA 5.1855814091706 9.87027125102059 16.7283042182237 77.546 NA NA 12476.330078125 NA 27.6953697762113 53.7270483629716 NA
"121" "Niger" 17.6078 8.0817 253 278 342 79.1320037841797 83.575 87 20001 16.425 0.110542757005569 20.0419044494629 5.40829573726232 22442948 NA 6.48306670425471 33.0366878691783 NA 4.9198 0.256999999284744 NA NA 70.1 100 1997485164.9483 NA NA 62.776 60.485 NA 93.1 263 2.59500788269853 0.3 2.4 27 48 NA NA NA NA NA NA NA NA NA NA 62.776 NA NA 2464.5400390625 2.07 32.9272209674103 17.7176505881424 26.2
"122" "Nigeria" 9.082 8.6753 238 254 276 44.8919982910156 49.656 219 -3e+05 50.344 0.545794084565745 54.4 16.5138200055811 195874740 NA 1.93726806949346 17.5074563282189 11.3967949687168 NA 6.10599994659424 62.01601 NA 50.2 100 1997485164.94833 5334442800.14615 42838869124.791 54.843 53.086 NA 69.2 NA 2.74737700532743 NA 3.1 29 75.7 77482.726523888 4.4e+09 NA NA NA NA NA 18.4512656559857 2.91129132161068 NA 54.843 NA NA 18391.84765625 2.53 13.6530372484442 215.064988965381 21.4
"123" "North Macedonia" 41.6086 21.7453 570 599 617 16.2660007476807 42.037 13 -4999 57.963 3.61445103536235 100 NA 2082958 NA 2.66459188911705 72.8953760972152 0.766439573459688 NA 21.5809993743896 NA NA NA 100 648732424.984647 -25600396.88539 3284003546.93106 77.639 73.584 NA 61.2 NA 13.6701813815648 NA 9.3 95.3 8.7 NA 2.95e+08 NA NA NA NA NA 3.05771361935185 5.09094756953213 27.8690856744125 77.639 0.36398 799.27238 38987.2421875 2.7 48.3878261805863 82.5915146708961 6.4
"124" "Norway" 60.472 8.4689 5865 6086 6086 3.02699995040894 17.752 4.1 140000 82.248 9.27094513154166 100 19.0470643933692 5314336 NA 1.28954820126177 32.6325314512612 2.16773003305405 NA 3.96700000762939 NA 56.9516286499811 NA 2.04383779996992 -17352601275.0114 31372952649.9012 63145471060.2407 84.2 80.9 NA 0.1 NA 17.0492221563211 NA 5.3 87 2.1 NA NA NA NA NA NA NA 13.1757886185558 4.26622331607864 37.7030241924064 84.2 NA NA 131966.578125 3.7 23.1580886011803 14.5549195374975 2.7
"125" "Oman" 21 57 331 371 419 5.23199987411499 15.461 5.9 437000 84.539 15.1887951113164 100 29.9527506360412 4829483 NA 1.7640875486989 44.5244554965406 NA NA 3.08400011062622 95.65153 NA NA 100 6342262678.80364 -4346728192.22341 17388370607.2955 79.906 75.645 NA NA 2293 2.39278695625796 NA 10.1 71.9 9.8 76672 NA NA NA NA NA NA 9.0944288108368 6.44138448487136 NA 79.906 0.21961 235.97606 68115.84375 3.2 35.430686365254 15.6041453957997 16.1
"126" "Pakistan" 30.3753 69.3451 3766 4035 4263 32.8059997558594 63.334 265 -1166895 36.666 0.851472804393805 70.79 20.0718671999811 212215030 NA 5.83024190542581 19.7492590168979 NA NA 3.01999998092651 NA NA 45.5 100 2.354e+09 -19191340000 11837177725.8521 67.928 66.041 NA 53.9 NA 4.31277431133756 NA 19.9 57.8 57.2 48542 1.2e+09 NA NA NA NA NA 4.27144903935863 2.71482099771331 NA 67.928 NA NA 15906.044921875 2.42 19.7918930572625 275.289318700706 14.3
"127" "Panama" 8.538 -80.7821 1988 2100 2249 17.9020004272461 32.291 52 56000 67.709 2.25585475666538 100 42.6991675351393 4176873 1.7 3.6770136293445 NA -0.355083821021212 NA 3.90499997138977 95.41181 NA 25.8 71.6367476557604 5915110000 -6792241100 2121303718.10741 81.412 75.06 NA 17.1 NA 8.10473107966757 NA 7.7 74.6 13.1 119148 4e+08 49.2 37.1 1.2 NA NA 4.53576055218231 20.7841994303567 NA 81.412 NA NA 51613.6328125 3.28 63.0627636248687 56.1860774818402 14.3
"128" "Papua New Guinea" -6.315 143.9555 2 2 2 65.0169982910156 86.831 432 -3999 13.169 0.795074226118891 54.4274482727051 NA 8606316 NA -0.820774238373588 NA NA 1.9264 2.36899995803833 NA NA NA 99.9951657438565 335186822.9726 NA 2239395527.4358 65.326 62.784 NA 3.5 1264 3.44526925145617 NA 17.9 55.9 38 41545.1707849472 NA NA NA NA NA NA NA NA 19.0592874701574 65.326 NA NA 13287.5986328125 2.17 32.3692434747469 19.0043633794109 14.2
"129" "Paraguay" -23.4425 -58.4438 113 115 119 23.1180000305176 38.415 43 -82780 61.585 0.864029477268519 99.3 46.3221120083449 6956071 1.6 3.67662323135605 34.4058889899134 2.75709727562792 NA 4.67600011825562 94.0208 NA NA 99.0583082497181 386916058.139802 8632489.21793727 7738519105.8012 76.085 72.041 NA 29.4 NA 6.43021500946081 NA 9.6 74.4 17.2 4215 5.8e+07 46.2 35.9 1.7 NA NA 3.95577302466936 2.72043975502737 NA 76.085 NA NA 19130.685546875 2.78 75.2165552104906 17.5083589227284 22.7
"130" "Peru" -9.19 -75.0152 2561 2954 4342 28.6009998321533 22.093 123 495345 77.907 2.05198435817931 96.3629913330078 32.4815525562708 31989256 2.6 3.97693571755005 23.5370450811417 2.13715342569978 3.71993 2.90199995040894 94.40827 NA 34.2 99.9629262855861 6487906280.71858 -3593583886.29134 60333192024.232 79.031 73.612 NA 11.7 NA 8.08839279183076 NA 6.6 69.2 11.1 141025.363 2.15e+08 42.8 32.1 1.8 NA NA 6.64082116705214 8.72074694501272 NA 79.031 0.12704 NA 23319.3828125 2.69 41.6927261076316 24.99160625 13.5
"131" "Philippines" 13 122 3660 3764 3870 31.1580009460449 53.093 554 -335758 46.907 1.05114222978493 93 14.2777061251648 106651922 NA 6.24373774240088 44.3747490184624 NA NA 2.41199994087219 NA NA 38.3 96.3706587650922 9832332890.55406 -8729200166.23739 79195598849.54 75.268 66.971 NA 27.7 NA 5.12256876829946 NA 7.1 67.3 22.5 292450 745350000 NA NA NA NA NA 9.61410596159944 10.7636236786084 14.8968260818562 75.268 NA NA 20670.544921875 2.9 26.9502658922642 357.688305329175 12.3
"132" "Poland" 51.9194 19.1451 4413 4848 5205 11.1929998397827 39.942 16 -146976 60.058 7.51715158489872 100 4.65472771628868 37978548 NA 5.14801848357114 52.153985217767 2.227478809383 NA 3.27099990844727 NA 90.2913754356553 NA 99.9661157279646 1.6697e+10 -5.82e+09 116956636327.589 82 73.9 NA 0.2 NA 17.5178167625452 NA 6.1 90.3 3.8 123903 NA NA NA NA NA NA 3.4739665375282 4.84104001819847 NA 82 NA NA 62942.0234375 3.54 7.75038760750288 124.035886214442 9.7
"133" "Portugal" 39.3999 -8.2245 11730 12442 13141 8.38000011444092 34.789 24 -30001 65.211 4.33155402784831 100 41.1821436831547 10281762 NA 2.44126692937017 43.4350262486775 0.338178410046125 NA 6.12900018692017 96.13759 77.024122555839 NA 16.0083566266812 6420730028.3425 956877938.031136 24920338987.3177 84.3 78.1 NA 6.2 NA 21.9538575375873 NA 9.8 85.6 3.1 182753 NA NA NA NA NA NA 6.25606564732127 22.7109332338092 NA 84.3 NA NA 61394.453125 3.64 43.6597443041146 112.23945350807 7.4
"134" "Qatar" 25.3548 51.1839 1832 2057 2210 1.41700005531311 0.864999999999995 31 2e+05 99.135 43.8573079516167 100 NA 2781677 NA 1.49333999292831 34.3908188549984 NA NA 0.144999995827675 NA NA NA 100 -2186263736.26374 16652197802.1978 30358280804.0766 81.743 78.83 NA NA NA 1.3700703387375 NA 15.6 68.9 5.8 197811 NA NA NA NA NA NA 17.860239113011 14.8584760608804 NA 81.743 NA NA 160123.3125 3.47 25.1439377868194 239.593195521103 9.3
"135" "Romania" 45.9432 24.9668 4057 4417 4761 22.8899993896484 46.002 68 -369997 53.998 3.51615369125659 100 9.35291150181453 19473936 NA 3.95381054165951 44.8530544040469 NA NA 4.15899991989136 98.8445 NA NA 98.0174648814994 7343560129.25217 -10944639009.8913 42129061937.9341 79.1 71.7 NA 0 NA 18.3387013938296 NA 6.9 92.2 6.1 55637 50400000 NA NA NA NA NA 4.7251590521919 3.24440878825641 NA 79.1 NA NA 56805.71484375 3.12 17.3208479339522 84.6398470097357 10.3
"136" "Russia" 60 90 6343 7497 8672 7.48600006103516 25.567 54 912279 74.433 11.8575277737052 100 23.1913304477739 144478050 0 2.25480434572114 20.769322518279 4.470359768997 NA 4.54500007629395 99.73006 NA NA 91.6093290043281 8784850000 113454930000 468645216082.719 77.41 67.08 NA 21.9 NA 14.6747083203719 NA 6.1 87.4 6.1 885094 1762430000 37.5 29.9 2.9 NA NA 11.3005812147815 3.6769657025165 28.9402188855765 77.41 NA NA 54190.30078125 2.76 11.5397185738909 8.82207955488442 18
"137" "Rwanda" -1.9403 29.8739 105 105 110 55.1339988708496 82.789 59 -44998 17.211 0.0757642235602309 34.1 8.59893712690333 12301939 NA 8.60670599828319 34.1339613183534 3.35334299316911 3.11334 0.991999983787537 73.21559 NA 53.2 100 305520733.843573 -746888299.539202 1238058758.16221 70.398 66.187 NA 50 NA 2.9381960775388 NA 5.1 44 27 18439 NA NA NA NA NA NA 12.1289743261529 25.8928018669031 NA 70.398 NA NA 4011.00610351563 2.97 49.9618615709632 498.659870287799 29.7
"138" "Saint Kitts and Nevis" 17.357822 -62.782998 10 11 11 NA 69.224 0 NA 30.776 4.54998621341631 100 NA 52441 NA 2.92393881700276 58.7535711260774 NA NA NA NA NA NA NA 93552415.5252759 -72366082.8980678 363216830.554272 NA NA NA NA NA NA NA 13.3 NA 9.8 NA NA NA NA NA NA NA 9.93443017968863 60.6386941858798 NA NA NA NA NA NA NA 201.696153846154 NA
"139" "Saint Lucia" 13.9094 -60.9789 14 14 14 14.581000328064 81.322 3.2 0 18.678 2.2829283887468 98.7597885131836 NA 181889 NA 0.857135569988984 NA NA 3.67959 20.4689998626709 NA NA NA 100 40030761.7053615 102844196.7964 285824309.747523 77.283 74.581 NA NA NA 9.80653035642617 NA 11.6 82 14.9 NA NA NA NA NA NA NA 8.71971318785475 81.2711569887711 NA 77.283 NA NA 30421.083984375 NA NA 298.17868852459 35.4
"140" "Saint Vincent and the Grenadines" 12.9843 -61.2872 7 8 8 18.4699993133545 47.802 6.3 -1000 52.198 1.92005401383416 100 NA 110210 NA 2.16312894408262 NA NA 5.68122 19.7099990844727 NA NA NA 100 110052363.628836 -99139008.4906674 169562298.93521 74.892 70.075 NA NA 2509 9.58978686338024 NA 11.6 81 14.8 NA NA NA NA NA NA NA 10.6441250680793 76.2701685080011 NA 74.892 NA NA 26837.591796875 NA NA 282.589743589744 NA
"141" "San Marino" 43.9424 12.4578 266 279 279 NA 2.774 0 NA 97.226 NA 100 NA 33785 NA NA NA NA NA NA 99.91643 NA NA NA NA NA 338957476.907088 NA NA NA NA 5145 NA NA 5.9 NA 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 563.083333333333 0
"142" "Sao Tome and Principe" 0.18636 6.613081 4 4 4 29.0620002746582 27.197 124 -8401 72.803 0.580793656470492 72.5107040405273 NA 211028 NA 2.65769375666697 NA NA 5.14907 13.4010000228882 92.81664 NA 86.6 100 23681668.8905599 -62185936.4016067 43683545.117539 72.329 67.565 NA NA NA 2.9256781090661 NA 2.4 54.7 24.4 NA NA NA NA NA NA NA 8.87722014487721 73.1935597095181 NA 72.329 NA NA 10893.2734375 2.65 NA 219.820833333333 27.5
