"","state","date","deaths_covid19","deaths_pneumonia_2019","deaths_pneumonia_2020","deaths_respiratory_failure_2019","deaths_respiratory_failure_2020","epidemiological_week_2019","epidemiological_week_2020","new_deaths_covid19","new_deaths_pneumonia_2019","new_deaths_pneumonia_2020","new_deaths_respiratory_failure_2019","new_deaths_respiratory_failure_2020"
"2809","AC",2020-01-01,0,3,0,3,0,1,1,0,3,0,3,0
"2782","AC",2020-01-02,0,3,2,3,0,1,1,0,0,2,0,0
"2755","AC",2020-01-03,0,3,5,3,1,1,1,0,0,3,0,1
"2728","AC",2020-01-04,0,5,5,3,2,1,1,0,2,0,0,1
"2701","AC",2020-01-05,0,6,9,3,4,1,2,0,1,4,0,2
"2674","AC",2020-01-06,0,7,12,3,5,2,2,0,1,3,0,1
"2647","AC",2020-01-07,0,8,15,4,7,2,2,0,1,3,1,2
"2620","AC",2020-01-08,0,11,18,4,9,2,2,0,3,3,0,2
"2593","AC",2020-01-09,0,13,21,5,12,2,2,0,2,3,1,3
"2566","AC",2020-01-10,0,13,23,6,14,2,2,0,0,2,1,2
"2539","AC",2020-01-11,0,13,24,9,14,2,2,0,0,1,3,0
"2512","AC",2020-01-12,0,19,28,10,14,2,3,0,6,4,1,0
"2485","AC",2020-01-13,0,19,30,12,17,3,3,0,0,2,2,3
"2458","AC",2020-01-14,0,24,33,15,19,3,3,0,5,3,3,2
"2431","AC",2020-01-15,0,26,37,15,20,3,3,0,2,4,0,1
"2404","AC",2020-01-16,0,27,38,17,20,3,3,0,1,1,2,0
"2377","AC",2020-01-17,0,28,41,18,20,3,3,0,1,3,1,0
"2350","AC",2020-01-18,0,31,42,19,22,3,3,0,3,1,1,2
"2323","AC",2020-01-19,0,32,43,19,24,3,4,0,1,1,0,2
"2296","AC",2020-01-20,0,35,46,20,25,4,4,0,3,3,1,1
"2269","AC",2020-01-21,0,35,52,20,26,4,4,0,0,6,0,1
"2242","AC",2020-01-22,0,38,52,21,26,4,4,0,3,0,1,0
"2215","AC",2020-01-23,0,39,52,22,27,4,4,0,1,0,1,1
"2188","AC",2020-01-24,0,42,54,23,29,4,4,0,3,2,1,2
"2161","AC",2020-01-25,0,43,57,25,30,4,4,0,1,3,2,1
"2134","AC",2020-01-26,0,48,58,26,31,4,5,0,5,1,1,1
"2107","AC",2020-01-27,0,49,60,26,31,5,5,0,1,2,0,0
"2080","AC",2020-01-28,0,51,61,26,32,5,5,0,2,1,0,1
"2053","AC",2020-01-29,0,57,62,29,32,5,5,0,6,1,3,0
"2026","AC",2020-01-30,0,60,65,30,33,5,5,0,3,3,1,1
"1999","AC",2020-01-31,0,63,67,31,33,5,5,0,3,2,1,0
"1972","AC",2020-02-01,0,64,68,34,33,5,5,0,1,1,3,0
"1945","AC",2020-02-02,0,69,72,35,34,5,6,0,5,4,1,1
"1918","AC",2020-02-03,0,70,73,36,35,6,6,0,1,1,1,1
"1891","AC",2020-02-04,0,71,74,37,35,6,6,0,1,1,1,0
"1864","AC",2020-02-05,0,71,75,39,35,6,6,0,0,1,2,0
"1837","AC",2020-02-06,0,73,77,41,37,6,6,0,2,2,2,2
"1810","AC",2020-02-07,0,77,78,42,40,6,6,0,4,1,1,3
"1783","AC",2020-02-08,0,80,80,43,40,6,6,0,3,2,1,0
"1756","AC",2020-02-09,0,82,83,43,42,6,7,0,2,3,0,2
"1729","AC",2020-02-10,0,82,84,44,43,7,7,0,0,1,1,1
"1702","AC",2020-02-11,0,84,85,44,44,7,7,0,2,1,0,1
"1675","AC",2020-02-12,0,86,90,44,45,7,7,0,2,5,0,1
"1648","AC",2020-02-13,0,87,92,45,45,7,7,0,1,2,1,0
"1621","AC",2020-02-14,0,87,95,46,47,7,7,0,0,3,1,2
"1594","AC",2020-02-15,0,91,100,49,50,7,7,0,4,5,3,3
"1567","AC",2020-02-16,0,92,104,49,50,7,8,0,1,4,0,0
"1540","AC",2020-02-17,0,94,107,51,51,8,8,0,2,3,2,1
"1513","AC",2020-02-18,0,96,107,52,51,8,8,0,2,0,1,0
"1486","AC",2020-02-19,0,98,109,52,51,8,8,0,2,2,0,0
"1459","AC",2020-02-20,0,101,113,53,54,8,8,0,3,4,1,3
"1432","AC",2020-02-21,0,104,113,54,54,8,8,0,3,0,1,0
"1405","AC",2020-02-22,0,104,113,55,54,8,8,0,0,0,1,0
"1378","AC",2020-02-23,0,108,115,55,54,8,9,0,4,2,0,0
"1351","AC",2020-02-24,0,113,115,57,54,9,9,0,5,0,2,0
"1324","AC",2020-02-25,0,116,117,60,54,9,9,0,3,2,3,0
"1297","AC",2020-02-26,0,118,121,61,56,9,9,0,2,4,1,2
"1270","AC",2020-02-27,0,123,124,62,56,9,9,0,5,3,1,0
"1243","AC",2020-02-28,0,124,127,62,58,9,9,0,1,3,0,2
"1216","AC",2020-02-29,0,124,127,62,59,9,9,0,0,0,0,1
"1189","AC",2020-03-01,0,125,131,63,59,9,10,0,1,4,1,0
"1162","AC",2020-03-02,0,128,132,64,61,9,10,0,3,1,1,2
"1135","AC",2020-03-03,0,129,133,65,61,10,10,0,1,1,1,0
"1108","AC",2020-03-04,0,129,133,65,61,10,10,0,0,0,0,0
"1081","AC",2020-03-05,0,129,136,65,64,10,10,0,0,3,0,3
"1054","AC",2020-03-06,0,131,138,66,66,10,10,0,2,2,1,2
"1027","AC",2020-03-07,0,133,141,67,68,10,10,0,2,3,1,2
"1000","AC",2020-03-08,0,135,145,69,73,10,11,0,2,4,2,5
"973","AC",2020-03-09,0,136,148,72,73,10,11,0,1,3,3,0
"946","AC",2020-03-10,0,139,151,72,75,11,11,0,3,3,0,2
"919","AC",2020-03-11,0,142,153,74,76,11,11,0,3,2,2,1
"892","AC",2020-03-12,0,145,157,76,76,11,11,0,3,4,2,0
"865","AC",2020-03-13,0,148,162,78,77,11,11,0,3,5,2,1
"838","AC",2020-03-14,0,152,163,79,79,11,11,0,4,1,1,2
"811","AC",2020-03-15,0,157,165,80,80,11,12,0,5,2,1,1
"784","AC",2020-03-16,0,163,166,85,81,11,12,0,6,1,5,1
"757","AC",2020-03-17,0,166,167,87,81,12,12,0,3,1,2,0
"730","AC",2020-03-18,0,170,171,91,81,12,12,0,4,4,4,0
"703","AC",2020-03-19,0,174,174,92,82,12,12,0,4,3,1,1
"676","AC",2020-03-20,0,177,178,93,83,12,12,0,3,4,1,1
"649","AC",2020-03-21,0,181,182,97,85,12,12,0,4,4,4,2
"622","AC",2020-03-22,0,182,183,98,87,12,13,0,1,1,1,2
"595","AC",2020-03-23,0,184,185,102,87,12,13,0,2,2,4,0
"568","AC",2020-03-24,0,188,186,102,89,13,13,0,4,1,0,2
"541","AC",2020-03-25,0,192,191,103,90,13,13,0,4,5,1,1
"514","AC",2020-03-26,0,194,193,103,91,13,13,0,2,2,0,1
"487","AC",2020-03-27,0,196,197,104,91,13,13,0,2,4,1,0
"460","AC",2020-03-28,0,198,198,106,91,13,13,0,2,1,2,0
"433","AC",2020-03-29,0,200,201,107,91,13,14,0,2,3,1,0
"406","AC",2020-03-30,0,202,204,107,91,13,14,0,2,3,0,0
"379","AC",2020-03-31,0,206,205,109,92,14,14,0,4,1,2,1
"352","AC",2020-04-01,0,210,206,110,93,14,14,0,4,1,1,1
"325","AC",2020-04-02,0,211,207,110,94,14,14,0,1,1,0,1
"298","AC",2020-04-03,0,214,209,112,96,14,14,0,3,2,2,2
"271","AC",2020-04-04,0,219,210,114,96,14,14,0,5,1,2,0
"244","AC",2020-04-05,0,222,212,114,98,14,15,0,3,2,0,2
"217","AC",2020-04-06,0,227,215,115,99,14,15,0,5,3,1,1
"190","AC",2020-04-07,1,228,218,116,99,15,15,1,1,3,1,0
"163","AC",2020-04-08,1,230,219,116,99,15,15,0,2,1,0,0
"136","AC",2020-04-09,1,235,219,120,100,15,15,0,5,0,4,1
"109","AC",2020-04-10,1,237,220,121,100,15,15,0,2,1,1,0
"82","AC",2020-04-11,1,242,220,124,100,15,15,0,5,0,3,0
"55","AC",2020-04-12,1,247,220,125,101,15,16,0,5,0,1,1
"28","AC",2020-04-13,1,247,220,125,101,15,16,0,0,0,0,0
"1","AC",2020-04-14,1,249,220,125,101,16,16,0,2,0,0,0
"2810","AL",2020-01-01,0,7,0,12,0,1,1,0,7,0,12,0
"2783","AL",2020-01-02,0,11,4,16,5,1,1,0,4,4,4,5
"2756","AL",2020-01-03,0,15,9,23,11,1,1,0,4,5,7,6
"2729","AL",2020-01-04,0,21,14,25,17,1,1,0,6,5,2,6
"2702","AL",2020-01-05,0,24,23,27,23,1,2,0,3,9,2,6
"2675","AL",2020-01-06,0,30,25,33,27,2,2,0,6,2,6,4
"2648","AL",2020-01-07,0,37,31,38,32,2,2,0,7,6,5,5
"2621","AL",2020-01-08,0,43,37,45,39,2,2,0,6,6,7,7
"2594","AL",2020-01-09,0,51,42,51,43,2,2,0,8,5,6,4
"2567","AL",2020-01-10,0,57,46,56,48,2,2,0,6,4,5,5
"2540","AL",2020-01-11,0,64,52,65,57,2,2,0,7,6,9,9
"2513","AL",2020-01-12,0,67,55,69,67,2,3,0,3,3,4,10
"2486","AL",2020-01-13,0,72,59,77,72,3,3,0,5,4,8,5
"2459","AL",2020-01-14,0,75,68,84,78,3,3,0,3,9,7,6
"2432","AL",2020-01-15,0,81,77,90,88,3,3,0,6,9,6,10
"2405","AL",2020-01-16,0,88,84,96,97,3,3,0,7,7,6,9
"2378","AL",2020-01-17,0,92,89,102,104,3,3,0,4,5,6,7
"2351","AL",2020-01-18,0,96,93,109,108,3,3,0,4,4,7,4
"2324","AL",2020-01-19,0,100,95,111,111,3,4,0,4,2,2,3
"2297","AL",2020-01-20,0,105,99,117,114,4,4,0,5,4,6,3
"2270","AL",2020-01-21,0,110,109,121,121,4,4,0,5,10,4,7
"2243","AL",2020-01-22,0,122,115,126,132,4,4,0,12,6,5,11
"2216","AL",2020-01-23,0,124,122,130,140,4,4,0,2,7,4,8
"2189","AL",2020-01-24,0,127,126,131,144,4,4,0,3,4,1,4
"2162","AL",2020-01-25,0,131,128,137,151,4,4,0,4,2,6,7
"2135","AL",2020-01-26,0,140,136,142,157,4,5,0,9,8,5,6
"2108","AL",2020-01-27,0,143,144,146,164,5,5,0,3,8,4,7
"2081","AL",2020-01-28,0,145,151,150,173,5,5,0,2,7,4,9
"2054","AL",2020-01-29,0,147,155,155,178,5,5,0,2,4,5,5
"2027","AL",2020-01-30,0,153,163,159,183,5,5,0,6,8,4,5
"2000","AL",2020-01-31,0,157,169,163,192,5,5,0,4,6,4,9
"1973","AL",2020-02-01,0,161,173,166,196,5,5,0,4,4,3,4
"1946","AL",2020-02-02,0,166,175,172,199,5,6,0,5,2,6,3
"1919","AL",2020-02-03,0,174,182,178,204,6,6,0,8,7,6,5
"1892","AL",2020-02-04,0,178,184,182,210,6,6,0,4,2,4,6
"1865","AL",2020-02-05,0,184,193,189,218,6,6,0,6,9,7,8
"1838","AL",2020-02-06,0,192,195,195,227,6,6,0,8,2,6,9
"1811","AL",2020-02-07,0,196,202,203,230,6,6,0,4,7,8,3
"1784","AL",2020-02-08,0,199,205,209,235,6,6,0,3,3,6,5
"1757","AL",2020-02-09,0,208,209,218,240,6,7,0,9,4,9,5
"1730","AL",2020-02-10,0,211,213,220,242,7,7,0,3,4,2,2
"1703","AL",2020-02-11,0,218,220,229,252,7,7,0,7,7,9,10
"1676","AL",2020-02-12,0,232,225,237,261,7,7,0,14,5,8,9
"1649","AL",2020-02-13,0,236,233,242,267,7,7,0,4,8,5,6
"1622","AL",2020-02-14,0,242,241,246,270,7,7,0,6,8,4,3
"1595","AL",2020-02-15,0,248,243,251,272,7,7,0,6,2,5,2
"1568","AL",2020-02-16,0,258,249,258,275,7,8,0,10,6,7,3
"1541","AL",2020-02-17,0,261,253,261,276,8,8,0,3,4,3,1
"1514","AL",2020-02-18,0,268,258,266,280,8,8,0,7,5,5,4
"1487","AL",2020-02-19,0,276,263,273,284,8,8,0,8,5,7,4
"1460","AL",2020-02-20,0,283,267,279,288,8,8,0,7,4,6,4
"1433","AL",2020-02-21,0,290,275,285,292,8,8,0,7,8,6,4
"1406","AL",2020-02-22,0,292,282,288,299,8,8,0,2,7,3,7
"1379","AL",2020-02-23,0,295,290,291,304,8,9,0,3,8,3,5
"1352","AL",2020-02-24,0,301,295,295,313,9,9,0,6,5,4,9
"1325","AL",2020-02-25,0,312,301,303,317,9,9,0,11,6,8,4
"1298","AL",2020-02-26,0,323,307,310,325,9,9,0,11,6,7,8
"1271","AL",2020-02-27,0,330,311,319,328,9,9,0,7,4,9,3
"1244","AL",2020-02-28,0,336,319,322,336,9,9,0,6,8,3,8
"1217","AL",2020-02-29,0,336,327,322,342,9,9,0,0,8,0,6
"1190","AL",2020-03-01,0,345,330,328,348,9,10,0,9,3,6,6
"1163","AL",2020-03-02,0,357,339,339,355,9,10,0,12,9,11,7
"1136","AL",2020-03-03,0,361,343,345,361,10,10,0,4,4,6,6
"1109","AL",2020-03-04,0,368,348,352,365,10,10,0,7,5,7,4
"1082","AL",2020-03-05,0,372,350,359,370,10,10,0,4,2,7,5
"1055","AL",2020-03-06,0,381,356,365,376,10,10,0,9,6,6,6
"1028","AL",2020-03-07,0,388,362,369,380,10,10,0,7,6,4,4
"1001","AL",2020-03-08,0,391,373,371,387,10,11,0,3,11,2,7
"974","AL",2020-03-09,0,397,381,376,396,10,11,0,6,8,5,9
"947","AL",2020-03-10,0,401,386,381,405,11,11,0,4,5,5,9
"920","AL",2020-03-11,0,407,388,388,412,11,11,0,6,2,7,7
"893","AL",2020-03-12,0,413,392,396,418,11,11,0,6,4,8,6
"866","AL",2020-03-13,0,418,396,407,421,11,11,0,5,4,11,3
"839","AL",2020-03-14,0,424,400,408,424,11,11,0,6,4,1,3
"812","AL",2020-03-15,0,431,403,409,428,11,12,0,7,3,1,4
"785","AL",2020-03-16,0,437,404,415,431,11,12,0,6,1,6,3
"758","AL",2020-03-17,0,442,408,417,434,12,12,0,5,4,2,3
"731","AL",2020-03-18,0,445,416,420,437,12,12,0,3,8,3,3
"704","AL",2020-03-19,0,449,423,425,441,12,12,0,4,7,5,4
"677","AL",2020-03-20,0,456,430,433,443,12,12,0,7,7,8,2
"650","AL",2020-03-21,0,463,437,438,447,12,12,0,7,7,5,4
"623","AL",2020-03-22,0,469,443,441,451,12,13,0,6,6,3,4
"596","AL",2020-03-23,1,476,448,447,455,12,13,1,7,5,6,4
"569","AL",2020-03-24,1,488,456,458,459,13,13,0,12,8,11,4
"542","AL",2020-03-25,1,500,460,468,466,13,13,0,12,4,10,7
"515","AL",2020-03-26,1,509,464,471,475,13,13,0,9,4,3,9
"488","AL",2020-03-27,1,516,468,478,477,13,13,0,7,4,7,2
"461","AL",2020-03-28,1,526,470,485,480,13,13,0,10,2,7,3
"434","AL",2020-03-29,1,533,474,492,484,13,14,0,7,4,7,4
"407","AL",2020-03-30,2,540,484,502,493,13,14,1,7,10,10,9
"380","AL",2020-03-31,2,546,487,511,495,14,14,0,6,3,9,2
"353","AL",2020-04-01,3,551,493,518,505,14,14,1,5,6,7,10
"326","AL",2020-04-02,3,563,498,528,510,14,14,0,12,5,10,5
"299","AL",2020-04-03,3,566,498,536,511,14,14,0,3,0,8,1
"272","AL",2020-04-04,3,572,500,542,512,14,14,0,6,2,6,1
"245","AL",2020-04-05,3,578,505,548,516,14,15,0,6,5,6,4
"218","AL",2020-04-06,3,587,509,556,518,14,15,0,9,4,8,2
"191","AL",2020-04-07,3,594,509,562,519,15,15,0,7,0,6,1
"164","AL",2020-04-08,4,595,510,568,521,15,15,1,1,1,6,2
"137","AL",2020-04-09,6,607,513,578,525,15,15,2,12,3,10,4
"110","AL",2020-04-10,7,615,515,590,529,15,15,1,8,2,12,4
"83","AL",2020-04-11,7,621,518,597,530,15,15,0,6,3,7,1
"56","AL",2020-04-12,7,630,520,604,530,15,16,0,9,2,7,0
"29","AL",2020-04-13,7,636,521,610,530,15,16,0,6,1,6,0
"2","AL",2020-04-14,7,640,521,617,530,16,16,0,4,0,7,0
"2811","AM",2020-01-01,0,2,0,0,0,1,1,0,2,0,0,0
"2784","AM",2020-01-02,0,5,5,3,2,1,1,0,3,5,3,2
"2757","AM",2020-01-03,0,6,7,4,3,1,1,0,1,2,1,1
"2730","AM",2020-01-04,0,7,9,4,3,1,1,0,1,2,0,0
"2703","AM",2020-01-05,0,11,14,4,5,1,2,0,4,5,0,2
"2676","AM",2020-01-06,0,15,19,7,7,2,2,0,4,5,3,2
"2649","AM",2020-01-07,0,17,25,7,10,2,2,0,2,6,0,3
"2622","AM",2020-01-08,0,19,28,7,12,2,2,0,2,3,0,2
"2595","AM",2020-01-09,0,22,35,9,17,2,2,0,3,7,2,5
"2568","AM",2020-01-10,0,27,39,12,18,2,2,0,5,4,3,1
"2541","AM",2020-01-11,0,29,40,16,19,2,2,0,2,1,4,1
"2514","AM",2020-01-12,0,37,41,19,19,2,3,0,8,1,3,0
"2487","AM",2020-01-13,0,41,44,22,22,3,3,0,4,3,3,3
"2460","AM",2020-01-14,0,41,48,24,24,3,3,0,0,4,2,2
"2433","AM",2020-01-15,0,46,52,25,26,3,3,0,5,4,1,2
"2406","AM",2020-01-16,0,51,57,26,33,3,3,0,5,5,1,7
"2379","AM",2020-01-17,0,52,57,28,33,3,3,0,1,0,2,0
"2352","AM",2020-01-18,0,55,58,29,33,3,3,0,3,1,1,0
"2325","AM",2020-01-19,0,58,62,32,35,3,4,0,3,4,3,2
"2298","AM",2020-01-20,0,62,70,34,35,4,4,0,4,8,2,0
"2271","AM",2020-01-21,0,63,75,36,36,4,4,0,1,5,2,1
"2244","AM",2020-01-22,0,66,79,39,36,4,4,0,3,4,3,0
"2217","AM",2020-01-23,0,67,83,40,41,4,4,0,1,4,1,5
"2190","AM",2020-01-24,0,70,86,42,45,4,4,0,3,3,2,4
"2163","AM",2020-01-25,0,70,88,42,46,4,4,0,0,2,0,1
"2136","AM",2020-01-26,0,77,88,44,47,4,5,0,7,0,2,1
"2109","AM",2020-01-27,0,81,96,48,52,5,5,0,4,8,4,5
"2082","AM",2020-01-28,0,82,101,48,56,5,5,0,1,5,0,4
"2055","AM",2020-01-29,0,84,105,50,59,5,5,0,2,4,2,3
"2028","AM",2020-01-30,0,86,111,53,63,5,5,0,2,6,3,4
"2001","AM",2020-01-31,0,89,116,56,64,5,5,0,3,5,3,1
"1974","AM",2020-02-01,0,89,120,56,67,5,5,0,0,4,0,3
"1947","AM",2020-02-02,0,90,125,56,68,5,6,0,1,5,0,1
"1920","AM",2020-02-03,0,92,132,57,69,6,6,0,2,7,1,1
"1893","AM",2020-02-04,0,96,140,58,72,6,6,0,4,8,1,3
"1866","AM",2020-02-05,0,98,143,59,76,6,6,0,2,3,1,4
"1839","AM",2020-02-06,0,102,148,61,79,6,6,0,4,5,2,3
"1812","AM",2020-02-07,0,105,154,61,83,6,6,0,3,6,0,4
"1785","AM",2020-02-08,0,107,157,63,86,6,6,0,2,3,2,3
"1758","AM",2020-02-09,0,107,160,66,90,6,7,0,0,3,3,4
"1731","AM",2020-02-10,0,113,164,66,91,7,7,0,6,4,0,1
"1704","AM",2020-02-11,0,118,168,68,95,7,7,0,5,4,2,4
"1677","AM",2020-02-12,0,125,173,74,99,7,7,0,7,5,6,4
"1650","AM",2020-02-13,0,130,177,77,102,7,7,0,5,4,3,3
"1623","AM",2020-02-14,0,136,180,79,105,7,7,0,6,3,2,3
"1596","AM",2020-02-15,0,139,182,80,105,7,7,0,3,2,1,0
"1569","AM",2020-02-16,0,139,185,81,106,7,8,0,0,3,1,1
"1542","AM",2020-02-17,0,143,190,84,112,8,8,0,4,5,3,6
"1515","AM",2020-02-18,0,156,193,87,113,8,8,0,13,3,3,1
"1488","AM",2020-02-19,0,164,199,88,116,8,8,0,8,6,1,3
"1461","AM",2020-02-20,0,169,206,92,118,8,8,0,5,7,4,2
"1434","AM",2020-02-21,0,175,210,96,118,8,8,0,6,4,4,0
"1407","AM",2020-02-22,0,179,216,99,121,8,8,0,4,6,3,3
"1380","AM",2020-02-23,0,179,221,100,125,8,9,0,0,5,1,4
"1353","AM",2020-02-24,0,184,231,103,126,9,9,0,5,10,3,1
"1326","AM",2020-02-25,0,195,236,107,128,9,9,0,11,5,4,2
"1299","AM",2020-02-26,0,201,241,107,132,9,9,0,6,5,0,4
"1272","AM",2020-02-27,0,204,245,109,136,9,9,0,3,4,2,4
"1245","AM",2020-02-28,0,205,248,111,139,9,9,0,1,3,2,3
"1218","AM",2020-02-29,0,205,253,111,140,9,9,0,0,5,0,1
"1191","AM",2020-03-01,0,206,258,112,141,9,10,0,1,5,1,1
"1164","AM",2020-03-02,0,207,261,112,142,9,10,0,1,3,0,1
"1137","AM",2020-03-03,0,208,268,112,144,10,10,0,1,7,0,2
"1110","AM",2020-03-04,0,208,271,114,145,10,10,0,0,3,2,1
"1083","AM",2020-03-05,0,208,275,115,147,10,10,0,0,4,1,2
"1056","AM",2020-03-06,0,213,280,116,147,10,10,0,5,5,1,0
"1029","AM",2020-03-07,0,215,280,117,151,10,10,0,2,0,1,4
"1002","AM",2020-03-08,0,220,283,118,152,10,11,0,5,3,1,1
"975","AM",2020-03-09,0,221,286,120,154,10,11,0,1,3,2,2
"948","AM",2020-03-10,0,225,291,120,156,11,11,0,4,5,0,2
"921","AM",2020-03-11,0,228,294,120,159,11,11,0,3,3,0,3
"894","AM",2020-03-12,0,229,297,120,162,11,11,0,1,3,0,3
"867","AM",2020-03-13,0,234,303,123,162,11,11,0,5,6,3,0
"840","AM",2020-03-14,0,243,308,126,162,11,11,0,9,5,3,0
"813","AM",2020-03-15,0,244,316,127,162,11,12,0,1,8,1,0
"786","AM",2020-03-16,0,244,320,127,165,11,12,0,0,4,0,3
"759","AM",2020-03-17,0,246,321,128,170,12,12,0,2,1,1,5
"732","AM",2020-03-18,0,249,325,132,171,12,12,0,3,4,4,1
"705","AM",2020-03-19,0,255,332,135,174,12,12,0,6,7,3,3
"678","AM",2020-03-20,0,258,336,137,176,12,12,0,3,4,2,2
"651","AM",2020-03-21,0,265,343,140,181,12,12,0,7,7,3,5
"624","AM",2020-03-22,0,269,346,140,182,12,13,0,4,3,0,1
"597","AM",2020-03-23,0,270,349,140,182,12,13,0,1,3,0,0
"570","AM",2020-03-24,0,271,350,141,186,13,13,0,1,1,1,4
"543","AM",2020-03-25,0,274,354,144,188,13,13,0,3,4,3,2
"516","AM",2020-03-26,0,276,360,144,189,13,13,0,2,6,0,1
"489","AM",2020-03-27,0,278,363,146,192,13,13,0,2,3,2,3
"462","AM",2020-03-28,0,280,369,148,197,13,13,0,2,6,2,5
"435","AM",2020-03-29,0,280,372,149,200,13,14,0,0,3,1,3
"408","AM",2020-03-30,1,280,381,149,203,13,14,1,0,9,0,3
"381","AM",2020-03-31,1,283,387,150,205,14,14,0,3,6,1,2
"354","AM",2020-04-01,2,283,392,151,207,14,14,1,0,5,1,2
"327","AM",2020-04-02,2,286,399,151,211,14,14,0,3,7,0,4
"300","AM",2020-04-03,5,289,406,154,219,14,14,3,3,7,3,8
"273","AM",2020-04-04,7,292,415,154,225,14,14,2,3,9,0,6
"246","AM",2020-04-05,7,299,427,156,230,14,15,0,7,12,2,5
"219","AM",2020-04-06,9,302,434,158,238,14,15,2,3,7,2,8
"192","AM",2020-04-07,15,306,445,159,248,15,15,6,4,11,1,10
"165","AM",2020-04-08,17,311,449,160,252,15,15,2,5,4,1,4
"138","AM",2020-04-09,22,317,461,161,262,15,15,5,6,12,1,10
"111","AM",2020-04-10,28,321,472,162,269,15,15,6,4,11,1,7
"84","AM",2020-04-11,36,328,488,166,274,15,15,8,7,16,4,5
"57","AM",2020-04-12,37,332,497,169,280,15,16,1,4,9,3,6
"30","AM",2020-04-13,39,341,502,171,286,15,16,2,9,5,2,6
"3","AM",2020-04-14,39,346,502,173,286,16,16,0,5,0,2,0
"2812","AP",2020-01-01,0,0,0,0,0,1,1,0,0,0,0,0
"2785","AP",2020-01-02,0,0,2,0,1,1,1,0,0,2,0,1
"2758","AP",2020-01-03,0,1,4,2,3,1,1,0,1,2,2,2
"2731","AP",2020-01-04,0,1,4,2,3,1,1,0,0,0,0,0
"2704","AP",2020-01-05,0,2,6,3,3,1,2,0,1,2,1,0
"2677","AP",2020-01-06,0,2,7,3,4,2,2,0,0,1,0,1
"2650","AP",2020-01-07,0,2,7,3,5,2,2,0,0,0,0,1
"2623","AP",2020-01-08,0,2,8,3,6,2,2,0,0,1,0,1
"2596","AP",2020-01-09,0,4,8,3,7,2,2,0,2,0,0,1
"2569","AP",2020-01-10,0,4,9,3,8,2,2,0,0,1,0,1
"2542","AP",2020-01-11,0,4,9,4,9,2,2,0,0,0,1,1
"2515","AP",2020-01-12,0,6,11,4,10,2,3,0,2,2,0,1
"2488","AP",2020-01-13,0,7,12,5,10,3,3,0,1,1,1,0
"2461","AP",2020-01-14,0,7,12,5,10,3,3,0,0,0,0,0
"2434","AP",2020-01-15,0,8,14,6,10,3,3,0,1,2,1,0
"2407","AP",2020-01-16,0,8,15,6,11,3,3,0,0,1,0,1
"2380","AP",2020-01-17,0,9,16,7,11,3,3,0,1,1,1,0
"2353","AP",2020-01-18,0,9,16,8,11,3,3,0,0,0,1,0
"2326","AP",2020-01-19,0,9,17,8,12,3,4,0,0,1,0,1
"2299","AP",2020-01-20,0,9,18,10,13,4,4,0,0,1,2,1
"2272","AP",2020-01-21,0,10,18,11,13,4,4,0,1,0,1,0
"2245","AP",2020-01-22,0,12,19,11,15,4,4,0,2,1,0,2
"2218","AP",2020-01-23,0,13,19,11,16,4,4,0,1,0,0,1
"2191","AP",2020-01-24,0,14,19,11,16,4,4,0,1,0,0,0
"2164","AP",2020-01-25,0,14,22,11,18,4,4,0,0,3,0,2
"2137","AP",2020-01-26,0,16,24,12,21,4,5,0,2,2,1,3
"2110","AP",2020-01-27,0,18,25,12,22,5,5,0,2,1,0,1
"2083","AP",2020-01-28,0,20,25,12,23,5,5,0,2,0,0,1
"2056","AP",2020-01-29,0,20,25,13,23,5,5,0,0,0,1,0
"2029","AP",2020-01-30,0,21,25,14,23,5,5,0,1,0,1,0
"2002","AP",2020-01-31,0,22,25,14,25,5,5,0,1,0,0,2
"1975","AP",2020-02-01,0,23,25,15,25,5,5,0,1,0,1,0
"1948","AP",2020-02-02,0,23,25,15,25,5,6,0,0,0,0,0
"1921","AP",2020-02-03,0,24,25,15,25,6,6,0,1,0,0,0
"1894","AP",2020-02-04,0,29,25,15,25,6,6,0,5,0,0,0
"1867","AP",2020-02-05,0,31,26,17,26,6,6,0,2,1,2,1
"1840","AP",2020-02-06,0,31,27,17,28,6,6,0,0,1,0,2
"1813","AP",2020-02-07,0,33,27,20,28,6,6,0,2,0,3,0
"1786","AP",2020-02-08,0,36,27,21,29,6,6,0,3,0,1,1
"1759","AP",2020-02-09,0,37,28,21,30,6,7,0,1,1,0,1
"1732","AP",2020-02-10,0,38,30,21,32,7,7,0,1,2,0,2
"1705","AP",2020-02-11,0,43,30,24,35,7,7,0,5,0,3,3
"1678","AP",2020-02-12,0,43,31,24,37,7,7,0,0,1,0,2
"1651","AP",2020-02-13,0,47,31,26,38,7,7,0,4,0,2,1
"1624","AP",2020-02-14,0,47,31,26,38,7,7,0,0,0,0,0
"1597","AP",2020-02-15,0,49,34,27,39,7,7,0,2,3,1,1
"1570","AP",2020-02-16,0,50,36,28,39,7,8,0,1,2,1,0
"1543","AP",2020-02-17,0,53,36,28,40,8,8,0,3,0,0,1
"1516","AP",2020-02-18,0,56,38,28,42,8,8,0,3,2,0,2
"1489","AP",2020-02-19,0,57,40,29,43,8,8,0,1,2,1,1
"1462","AP",2020-02-20,0,58,41,29,44,8,8,0,1,1,0,1
